round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
29,0.21452502956247538,0.0016797312430011197,3.0,1786.0,189.0,0.0,1.0,1.0,1.0,1.0,,
30,0.21477138352384706,0.0028669724770642203,5.0,1744.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0632678478536011,0.08680822112094538
31,0.2148206543161214,0.0005685048322910744,1.0,1759.0,189.0,0.0,1.0,1.0,1.0,1.0,,
32,0.21486992510839575,0.000564334085778781,1.0,1772.0,189.0,0.0,1.0,1.0,1.0,1.0,,
33,0.21501773748521877,0.0017064846416382253,3.0,1758.0,189.0,0.0,1.0,1.0,1.0,1.0,,
34,0.21516554986204178,0.001707455890722823,3.0,1757.0,189.0,0.0,1.0,1.0,1.0,1.0,,
35,0.21536263303113914,0.0022611644997173543,4.0,1769.0,189.0,0.0,1.0,1.0,1.0,1.0,,
36,0.21551044540796216,0.0016787912702853946,3.0,1787.0,189.0,0.0,1.0,1.0,1.0,1.0,,
37,0.21570752857705952,0.0023001725129384704,4.0,1739.0,189.0,0.0,1.0,1.0,1.0,1.0,,
38,0.21585534095388254,0.0016741071428571428,3.0,1792.0,189.0,0.0,1.0,1.0,1.0,1.0,,
39,0.21615096570752856,0.0034904013961605585,6.0,1719.0,189.0,0.0,1.0,1.0,1.0,1.0,,
40,0.21624950729207726,0.0010995052226498076,2.0,1819.0,189.0,0.0,1.0,1.0,1.0,1.0,0.0627726098485883,0.08828807098283781
41,0.21664367363027198,0.004491858506457047,8.0,1781.0,189.0,0.0,1.0,1.0,1.0,1.0,,
42,0.21684075679936934,0.002242152466367713,4.0,1784.0,189.0,0.0,1.0,1.0,1.0,1.0,,
43,0.21698856917619236,0.001697792869269949,3.0,1767.0,189.0,0.0,1.0,1.0,1.0,1.0,,
44,0.21713638155301537,0.0017321016166281756,3.0,1732.0,189.0,0.0,1.0,1.0,1.0,1.0,,
45,0.21738273551438708,0.002826455624646693,5.0,1769.0,189.0,0.0,1.0,1.0,1.0,1.0,,
46,0.21748127709893575,0.0011337868480725624,2.0,1764.0,189.0,0.0,1.0,1.0,1.0,1.0,,
47,0.21748127709893575,0.0,0.0,1798.0,189.0,0.0,,,,,,
48,0.2175305478912101,0.0005668934240362812,1.0,1764.0,189.0,0.0,1.0,1.0,1.0,1.0,,
49,0.2175305478912101,0.0,0.0,1768.0,189.0,0.0,,,,,,
50,0.21762908947575876,0.001156737998843262,2.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,0.061560856772916436,0.08930357475164886
51,0.21772763106030746,0.0011507479861910242,2.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,,
52,0.21772763106030746,0.0,0.0,1773.0,189.0,0.0,,,,,,
53,0.21782617264485613,0.0011363636363636363,2.0,1760.0,189.0,0.0,1.0,1.0,1.0,1.0,,
54,0.21797398502167914,0.00165929203539823,3.0,1808.0,189.0,0.0,1.0,1.0,1.0,1.0,,
55,0.2180232558139535,0.0005743825387708214,1.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
56,0.21812179739850215,0.0011173184357541898,2.0,1790.0,189.0,0.0,1.0,1.0,1.0,1.0,,
57,0.21831888056759952,0.0022818026240730175,4.0,1753.0,189.0,0.0,1.0,1.0,1.0,1.0,,
58,0.21856523452897123,0.0028328611898017,5.0,1765.0,189.0,0.0,1.0,1.0,1.0,1.0,,
59,0.2186637761135199,0.001135718341851221,2.0,1761.0,189.0,0.0,1.0,1.0,1.0,1.0,,
60,0.21871304690579424,0.0005763688760806917,1.0,1735.0,189.0,0.0,1.0,1.0,1.0,1.0,0.06034052611212605,0.08934839998793474
61,0.21881158849034293,0.001687289088863892,3.0,1778.0,189.0,0.0,1.0,1.0,1.0,1.0,,
62,0.2189101300748916,0.0011135857461024498,2.0,1796.0,189.0,0.0,1.0,1.0,1.0,1.0,,
63,0.21895940086716595,0.0005743825387708214,1.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
64,0.21905794245171462,0.0011135857461024498,2.0,1796.0,189.0,0.0,1.0,1.0,1.0,1.0,,
65,0.21910721324398896,0.0005633802816901409,1.0,1775.0,189.0,0.0,1.0,1.0,1.0,1.0,,
66,0.21920575482853763,0.0011235955056179776,2.0,1780.0,189.0,0.0,1.0,1.0,1.0,1.0,,
67,0.21920575482853763,0.0,0.0,1717.0,189.0,0.0,,,,,,
68,0.21930429641308632,0.0011154489682097045,2.0,1793.0,189.0,0.0,1.0,1.0,1.0,1.0,,
69,0.219402837997635,0.001129305477131564,2.0,1771.0,189.0,0.0,1.0,1.0,1.0,1.0,,
70,0.21945210878990934,0.0005672149744753262,1.0,1763.0,189.0,0.0,1.0,1.0,1.0,1.0,0.05996902929067023,0.09948450721734867
71,0.21945210878990934,0.0,0.0,1776.0,189.0,0.0,,,,,,
72,0.21945210878990934,0.0,0.0,1792.0,189.0,0.0,,,,,,
73,0.21974773354355537,0.00340522133938706,6.0,1762.0,189.0,0.0,1.0,1.0,1.0,1.0,,
74,0.2198955459203784,0.0016835016835016834,3.0,1782.0,189.0,0.0,1.0,1.0,1.0,1.0,,
75,0.22009262908947577,0.0022688598979013048,4.0,1763.0,189.0,0.0,1.0,1.0,1.0,1.0,,
76,0.2202404414662988,0.00165929203539823,3.0,1808.0,189.0,0.0,1.0,1.0,1.0,1.0,,
77,0.2202404414662988,0.0,0.0,1759.0,189.0,0.0,,,,,,
78,0.2202404414662988,0.0,0.0,1788.0,189.0,0.0,,,,,,
79,0.22033898305084745,0.001110494169905608,2.0,1801.0,189.0,0.0,1.0,1.0,1.0,1.0,,
80,0.22033898305084745,0.0,0.0,1792.0,189.0,0.0,,,,,0.059491682331296994,0.09936299959458098
81,0.22033898305084745,0.0,0.0,1740.0,189.0,0.0,,,,,,
82,0.2203882538431218,0.0005630630630630631,1.0,1776.0,189.0,0.0,1.0,1.0,1.0,1.0,,
83,0.22058533701221916,0.0022484541877459247,4.0,1779.0,189.0,0.0,1.0,1.0,1.0,1.0,,
84,0.22073314938904218,0.00165929203539823,3.0,1808.0,189.0,0.0,1.0,1.0,1.0,1.0,,
85,0.22093023255813954,0.0022611644997173543,4.0,1769.0,189.0,0.0,1.0,1.0,1.0,1.0,,
86,0.2209795033504139,0.0005701254275940707,1.0,1754.0,189.0,0.0,1.0,1.0,1.0,1.0,,
87,0.2210287741426882,0.0005630630630630631,1.0,1776.0,189.0,0.0,1.0,1.0,1.0,1.0,,
88,0.2211273157272369,0.0011248593925759281,2.0,1778.0,189.0,0.0,1.0,1.0,1.0,1.0,,
89,0.22132439889633426,0.0022611644997173543,4.0,1769.0,189.0,0.0,1.0,1.0,1.0,1.0,,
90,0.22152148206543162,0.0022766078542970974,4.0,1757.0,189.0,0.0,1.0,1.0,1.0,1.0,0.05826782722363699,0.10947814529250074
91,0.22181710681907765,0.003355704697986577,6.0,1788.0,189.0,0.0,1.0,1.0,1.0,1.0,,
92,0.22196491919590067,0.001665741254858412,3.0,1801.0,189.0,0.0,1.0,1.0,1.0,1.0,,
93,0.22206346078044936,0.0011154489682097045,2.0,1793.0,189.0,0.0,1.0,1.0,1.0,1.0,,
94,0.22216200236499803,0.0011402508551881414,2.0,1754.0,189.0,0.0,1.0,1.0,1.0,1.0,,
95,0.2223590855340954,0.0022471910112359553,4.0,1780.0,189.0,0.0,1.0,1.0,1.0,1.0,,
96,0.22240835632636974,0.0005515719801434088,1.0,1813.0,189.0,0.0,1.0,1.0,1.0,1.0,,
97,0.22245762711864406,0.0005595970900951316,1.0,1787.0,189.0,0.0,1.0,1.0,1.0,1.0,,
98,0.22255616870319275,0.0011001100110011,2.0,1818.0,189.0,0.0,1.0,1.0,1.0,1.0,,
99,0.22270398108001577,0.0016787912702853946,3.0,1787.0,189.0,0.0,1.0,1.0,1.0,1.0,,
