round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.4999990819303699,0.0,0.0,14362.0,1572.0,0.0,0.0,0.12557505537570285,1474.0,2.0,0.05726469585212786,0.0009564332523343991,0.0,,,,,,,,,,
1,0.5000064264874106,0.0002782415136338342,4.0,14376.0,1572.0,0.0,0.0006361323155216285,0.12628512679917753,1474.0,,,,0.0,0.46911529362649595,0.6964285714285714,0.25,0.25,0.25,0.25,0.3125,0.5,0.3794642857142857,1.0
2,0.5000156071837112,0.0003458292986581823,5.0,14458.0,1572.0,0.0,0.001272264631043257,0.12512716174974567,1476.0,,,,0.0,0.014211582370442122,0.7555555555555555,0.4,0.4,0.5,0.6,0.55,0.8,0.575,1.0
3,0.5000211156014917,0.0002087246921310791,3.0,14373.0,1572.0,0.0,0.001272264631043257,0.12458344014355294,1458.0,,,,0.0,0.5789607979587102,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7037037037037037,1.0
4,0.5000321324370526,0.0004175365344467641,6.0,14370.0,1572.0,0.0,0.0006361323155216285,0.127233676975945,1481.0,,,,0.0,0.1686565951916829,0.5,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.3333333333333333,0.25555555555555554,0.5,0.32400793650793647,1.0
5,0.5000413131333533,0.00034835922803595065,5.0,14353.0,1572.0,0.0,0.0019083969465648854,0.12577971460309323,1472.0,,,,0.0,0.18148173961527742,0.8472222222222222,0.75,0.75,0.875,1.0,0.875,1.0,0.875,1.0
6,0.5000431492726134,6.959910913140311e-05,1.0,14368.0,1572.0,0.0,0.0,0.1261145404663923,1471.0,,,,0.0,0.013885988724159526,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
7,0.5000486576903939,0.00020668274199104375,3.0,14515.0,1572.0,0.0,0.0,0.12412336290663287,1469.0,,,,0.0,0.08034729878721061,0.5925925925925926,0.0,0.0,0.16666666666666666,0.3333333333333333,0.2333333333333333,0.6666666666666666,0.27037037037037037,1.0
8,0.5000615106652149,0.0004871598580276985,7.0,14369.0,1572.0,0.0,0.001272264631043257,0.1260229132569558,1463.0,,,,0.0,0.2904042413511847,0.6825396825396827,0.2857142857142857,0.2857142857142857,0.4761904761904762,0.7142857142857143,0.5404761904761906,1.0,0.5404761904761906,1.0
9,0.5000743636400359,0.0004903334267301765,7.0,14276.0,1572.0,0.0,0.0006361323155216285,0.12860733165785596,1484.0,,,,0.0,0.21080163791636214,0.611111111111111,0.14285714285714285,0.14285714285714285,0.2619047619047619,0.42857142857142855,0.3619047619047619,0.8571428571428571,0.38571428571428573,1.0
10,0.5000853804755968,0.0004187312443296811,6.0,14329.0,1572.0,0.0,0.0,0.12691222972395522,1485.0,2.0,0.05721104699594696,0.0009564332523343991,0.0,0.2887488654611464,0.5370370370370371,0.0,0.0,0.13888888888888887,0.3333333333333333,0.1722222222222222,0.5,0.24464285714285713,1.0
11,0.5000927250326374,0.0002824659275474896,4.0,14161.0,1572.0,0.0,0.0006361323155216285,0.12876210416121434,1476.0,,,,0.0,0.20948117539026628,0.6527777777777778,0.25,0.25,0.4583333333333333,0.75,0.4583333333333333,0.75,0.4895833333333333,1.0
12,0.5000982334504178,0.00020839121978327314,3.0,14396.0,1572.0,0.0,0.0006361323155216285,0.12482876712328766,1458.0,,,,0.0,0.18732485699066673,0.75,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
13,0.5001110864252388,0.0004848652767195401,7.0,14437.0,1572.0,0.0,0.001272264631043257,0.12623846942261702,1478.0,,,,0.0,0.06701316701316701,0.7698412698412699,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.7142857142857143,0.4642857142857143,0.8571428571428571,0.4801587301587302,1.0
14,0.5001276116785801,0.0006178772483866539,9.0,14566.0,1572.0,0.0,0.002544529262086514,0.12557427258805512,1476.0,,,,0.0,0.10906551258272079,0.6319444444444444,0.4444444444444444,0.4444444444444444,0.537037037037037,0.6666666666666666,0.5592592592592592,0.7777777777777778,0.589021164021164,1.0
15,0.5001349562356208,0.0002772771384999307,4.0,14426.0,1572.0,0.0,0.0006361323155216285,0.1256294273278143,1472.0,,,,0.0,0.26592185549854386,0.5416666666666667,0.25,0.25,0.25,0.25,0.3625,0.75,0.3982142857142857,1.0
16,0.5001478092104418,0.0004895447234072313,7.0,14299.0,1572.0,0.0,0.0019083969465648854,0.12851440472058312,1481.0,,,,0.0,0.15850525768661788,0.6412698412698413,0.42857142857142855,0.42857142857142855,0.4761904761904762,0.5714285714285714,0.5404761904761906,0.8571428571428571,0.5547619047619048,1.0
17,0.5001496453497019,6.979828296223913e-05,1.0,14327.0,1572.0,0.0,0.0,0.1267956989247312,1474.0,,,,0.0,0.2521289962306296,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
18,0.5001569899067425,0.0002787262211692565,4.0,14351.0,1572.0,0.0,0.0,0.12702795995857785,1472.0,,,,0.0,0.2165435282637485,0.4322916666666667,0.0,0.0,0.0,0.0,0.0625,0.25,0.16765873015873015,1.0
19,0.5001643344637831,0.0002797398419469893,4.0,14299.0,1572.0,0.0,0.001272264631043257,0.12660757733750436,1457.0,,,,0.0,0.060309548793284345,0.625,0.5,0.5,0.5,0.5,0.5,0.5,0.5634920634920635,1.0
20,0.5001716790208236,0.00027664430458537937,4.0,14459.0,1572.0,0.0,0.0006361323155216285,0.12726492056676686,1482.0,2.0,0.057154321047736684,0.0009564332523343991,0.0,0.17210307851954343,0.7916666666666667,0.25,0.25,0.5,0.75,0.5,0.75,0.5416666666666666,1.0
21,0.5001771874386041,0.00020801553182637637,3.0,14422.0,1572.0,0.0,0.0006361323155216285,0.12813466162830642,1492.0,,,,0.0,0.21851954596943843,0.7962962962962963,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5333333333333333,1.0
22,0.5001826958563845,0.0002104524728165556,3.0,14255.0,1572.0,0.0,0.0006361323155216285,0.12735441506825643,1474.0,,,,0.0,0.1030849471419216,0.7037037037037037,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.47222222222222227,1.0
23,0.5001937126919455,0.00041768186564566657,6.0,14365.0,1572.0,0.0,0.0006361323155216285,0.1285504618837952,1489.0,,,,0.0,0.15745061169533625,0.6011904761904763,0.25,0.25,0.25,0.25,0.3,0.5,0.35625,1.0
24,0.500201057248986,0.00027793218454697053,4.0,14392.0,1572.0,0.0,0.0019083969465648854,0.12698007153806848,1491.0,,,,0.0,0.05678343063664165,0.8611111111111112,0.75,0.75,0.75,0.75,0.8,1.0,0.8,1.0
25,0.5002157463630672,0.0005527152134862512,8.0,14474.0,1572.0,0.0,0.0019083969465648854,0.12517123287671234,1462.0,,,,0.0,0.21839140052536984,0.6408730158730158,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,0.7142857142857143,0.5357142857142857,1.0
26,0.5002230909201077,0.00028145229383619476,4.0,14212.0,1572.0,0.0,0.0006361323155216285,0.13071605813541298,1475.0,,,,0.0,0.34201682150900903,0.5972222222222222,0.25,0.25,0.25,0.25,0.25,0.25,0.3506944444444445,1.0
27,0.5002322716164085,0.0003467646854844303,5.0,14419.0,1572.0,0.0,0.0006361323155216285,0.12730434782608696,1464.0,,,,0.0,0.16933536839184127,0.6222222222222222,0.2,0.2,0.3,0.4,0.3,0.4,0.3952380952380952,1.0
28,0.500239616173449,0.0002789983957592244,4.0,14337.0,1572.0,0.0,0.001272264631043257,0.12836003852552316,1466.0,,,,0.0,0.2543256819926045,0.6666666666666666,0.5,0.5,0.5833333333333333,0.75,0.5833333333333333,0.75,0.6190476190476191,1.0
29,0.5002451245912295,0.00020788580139976439,3.0,14431.0,1572.0,0.0,0.0006361323155216285,0.127086559972466,1477.0,,,,0.0,0.1630510119212642,0.7037037037037037,0.3333333333333333,0.3333333333333333,0.5555555555555555,1.0,0.5555555555555555,1.0,0.5555555555555555,1.0
