round,coverage,auc_feedback,uauc_feedback,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
10,0.5000635990017149,0.5036151603498542,0.41333333333333333,0.010305028854080791,25.0,2426.0,247.0,0.0,0.004048582995951417,0.11662125340599455,214.0,2.0402298850574714,0.1602070006249285,0.0048683043862714145,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
11,0.5000635990017149,0.4859925756314183,0.5239898989898991,0.00989282769991756,24.0,2426.0,247.0,0.0,0.008097165991902834,0.11898173768677366,215.0,,,,0.0,,,,,,,,
12,0.5000767574158629,0.47630793119923553,0.49409722222222224,0.01442109600329625,35.0,2427.0,247.0,0.0,0.020242914979757085,0.12238325281803543,228.0,,,,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.19206349206349205,1.0
13,0.5000811435539122,0.5336728786242939,0.4693287037037037,0.011278195488721804,27.0,2394.0,247.0,0.0,0.0,0.11806699615595827,215.0,,,,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.25,1.0
14,0.5000811435539122,0.529175962707007,0.5042270531400967,0.009504132231404958,23.0,2420.0,247.0,0.0,0.016194331983805668,0.11993243243243243,213.0,,,,0.0,,,,,,,,
15,0.5000855296919615,0.42559654516176254,0.5181818181818182,0.009587328053355566,23.0,2399.0,247.0,0.0,0.008097165991902834,0.12717086834733893,227.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
16,0.5000943019680602,0.42562570164432406,0.46913580246913583,0.015644298065047343,38.0,2429.0,247.0,0.0,0.024291497975708502,0.11929070392262224,222.0,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.18333333333333335,1.0
17,0.5000986881061095,0.5092092507962886,0.5126262626262625,0.009872480460715755,24.0,2431.0,247.0,0.0,0.016194331983805668,0.11585691404164442,217.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,0.5001030742441588,0.35811730097444383,0.4455295138888889,0.014792899408284023,35.0,2366.0,247.0,0.0,0.012145748987854251,0.1252068394925538,227.0,,,,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.3055555555555556,1.0
19,0.5001118465202574,0.48244914240127645,0.5259661835748792,0.00950020652622883,23.0,2421.0,247.0,0.0,0.012145748987854251,0.11826268969126112,226.0,,,,0.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
20,0.5001206187963559,0.37222900072659465,0.4418445539135194,0.013003355704697987,31.0,2384.0,247.0,0.0,0.008097165991902834,0.12363238512035012,226.0,1.9883720930232558,0.15845765420909041,0.0048683043862714145,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.20833333333333331,1.0
21,0.5001293910724546,0.4012082853855006,0.5252525252525253,0.00919732441471572,22.0,2392.0,247.0,0.0,0.016194331983805668,0.12030905077262694,218.0,,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5625,1.0
22,0.5001381633485532,0.39394729523014876,0.5505952380952381,0.009913258983890954,24.0,2421.0,247.0,0.0,0.016194331983805668,0.12622415669205658,232.0,,,,0.0,0.5,0.5,0.5,0.5,0.625,1.0,0.625,1.0
23,0.5001513217627012,0.6046977294887868,0.41636473429951687,0.00992966487381051,24.0,2417.0,247.0,0.0,0.008097165991902834,0.12132752992383025,223.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.48148148148148145,1.0
24,0.5001600940387998,0.48001627691094745,0.6089409722222223,0.013658940397350994,33.0,2416.0,247.0,0.0,0.012145748987854251,0.11689008042895442,218.0,,,,0.0,0.0,0.0,0.25,0.5,0.25,0.5,0.3055555555555556,1.0
25,0.5001644801768491,0.4918647425014149,0.5294540229885057,0.012573344509639563,30.0,2386.0,247.0,0.0,0.012145748987854251,0.12234910277324633,225.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
26,0.5001732524529477,0.3668691804794294,0.5789473684210527,0.007883817427385892,19.0,2410.0,247.0,0.0,0.008097165991902834,0.12431544359255203,227.0,,,,0.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
27,0.5001776385909971,0.5808304831124411,0.5738425925925926,0.013496415014761703,32.0,2371.0,247.0,0.0,0.024291497975708502,0.12506887052341598,227.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
28,0.5002039554192929,0.4711645896003438,0.5640644078144077,0.012728044123886296,30.0,2357.0,247.0,0.0,0.008097165991902834,0.12613636363636363,222.0,,,,0.0,0.0,0.0,0.3,0.6,0.38,1.0,0.38,1.0
29,0.5002127276953915,0.43209478464894824,0.4051724137931034,0.013014273719563391,31.0,2382.0,247.0,0.0,0.004048582995951417,0.12470997679814386,215.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13392857142857142,1.0
