round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,mrr@5,mrr@10,mrr@20,hits@5,clustering_diff,degree_kl
18,0.05813953488372093,0.0023894862604540022,4.0,1674.0,189.0,0.0,1.0,1.0,1.0,1.0,,
19,0.05828734726054395,0.0017513134851138354,3.0,1713.0,189.0,0.0,1.0,1.0,1.0,1.0,,
20,0.058582972014189987,0.0035231943628890195,6.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07794609387122467,0.4386926947329829
21,0.05887859676783603,0.0035211267605633804,6.0,1704.0,189.0,0.0,1.0,1.0,1.0,1.0,,
22,0.059174221521482065,0.003430531732418525,6.0,1749.0,189.0,0.0,1.0,1.0,1.0,1.0,,
23,0.05942057548285377,0.002999400119976005,5.0,1667.0,189.0,0.0,1.0,1.0,1.0,1.0,,
24,0.0597162002364998,0.0033879164313946925,6.0,1771.0,189.0,0.0,1.0,1.0,1.0,1.0,,
25,0.06011036657469452,0.004602991944764097,8.0,1738.0,189.0,0.0,1.0,1.0,1.0,1.0,,
26,0.06040599132834056,0.0034207525655644243,6.0,1754.0,189.0,0.0,1.0,1.0,1.0,1.0,,
27,0.060504532912889236,0.0011574074074074073,2.0,1728.0,189.0,0.0,1.0,1.0,1.0,1.0,,
28,0.06060307449743792,0.001201923076923077,2.0,1664.0,189.0,0.0,1.0,1.0,1.0,1.0,,
29,0.06080015766653528,0.002320185614849188,4.0,1724.0,189.0,0.0,1.0,1.0,1.0,1.0,,
30,0.061292865589278676,0.006310958118187034,11.0,1743.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07665651050851052,0.4743307616201824
31,0.06163776113519905,0.003988603988603989,7.0,1755.0,189.0,0.0,1.0,1.0,1.0,1.0,,
32,0.061785573512022074,0.0017804154302670622,3.0,1685.0,189.0,0.0,1.0,1.0,1.0,1.0,,
33,0.061884115096570755,0.0012195121951219512,2.0,1640.0,189.0,0.0,1.0,1.0,1.0,1.0,,
34,0.06213046905794245,0.0028296547821165816,5.0,1767.0,189.0,0.0,1.0,1.0,1.0,1.0,,
35,0.06227828143476547,0.0017016449234259785,3.0,1763.0,189.0,0.0,1.0,1.0,1.0,1.0,,
36,0.06247536460386283,0.0022975301550832855,4.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
37,0.06257390618841151,0.0011792452830188679,2.0,1696.0,189.0,0.0,1.0,1.0,1.0,1.0,,
38,0.06267244777296019,0.0011487650775416428,2.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,,
39,0.06286953094205755,0.002466091245376079,4.0,1622.0,189.0,0.0,1.0,1.0,1.0,1.0,,
40,0.06346078044934962,0.006896551724137931,12.0,1740.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07497658024785421,0.5032438293048458
41,0.0635593220338983,0.0011534025374855825,2.0,1734.0,189.0,0.0,1.0,1.0,1.0,1.0,,
42,0.06365786361844698,0.001142204454597373,2.0,1751.0,189.0,0.0,1.0,1.0,1.0,1.0,,
43,0.06395348837209303,0.0035671819262782403,6.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
44,0.06415057154119039,0.002359882005899705,4.0,1695.0,189.0,0.0,1.0,1.0,1.0,1.0,,
45,0.0642983839180134,0.002324230098779779,4.0,1721.0,189.0,0.0,1.0,1.0,1.0,1.0,,
46,0.06444619629483642,0.0017647058823529412,3.0,1700.0,189.0,0.0,1.0,1.0,1.0,1.0,,
47,0.06479109184075679,0.004,7.0,1750.0,189.0,0.0,1.0,1.0,1.0,1.0,,
48,0.0650374458021285,0.0028089887640449437,5.0,1780.0,189.0,0.0,1.0,1.0,1.0,1.0,,
49,0.06508671659440284,0.0005797101449275362,1.0,1725.0,189.0,0.0,1.0,1.0,1.0,1.0,,
50,0.06538234134804888,0.0034762456546929316,6.0,1726.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07428082737074287,0.5060314784017441
51,0.06553015372487189,0.0018039687312086591,3.0,1663.0,189.0,0.0,1.0,1.0,1.0,1.0,,
52,0.06592432006306662,0.004730928444707274,8.0,1691.0,189.0,0.0,1.0,1.0,1.0,1.0,,
53,0.06621994481671266,0.0034662045060658577,6.0,1731.0,189.0,0.0,1.0,1.0,1.0,1.0,,
54,0.06651556957035869,0.0035629453681710215,6.0,1684.0,189.0,0.0,1.0,1.0,1.0,1.0,,
55,0.06656484036263303,0.0005830903790087463,1.0,1715.0,189.0,0.0,1.0,1.0,1.0,1.0,,
56,0.06666338194718172,0.0011634671320535194,2.0,1719.0,189.0,0.0,1.0,1.0,1.0,1.0,,
57,0.0667619235317304,0.0011574074074074073,2.0,1728.0,189.0,0.0,1.0,1.0,1.0,1.0,,
58,0.06695900670082774,0.0022598870056497176,4.0,1770.0,189.0,0.0,1.0,1.0,1.0,1.0,,
59,0.0674024438312968,0.00546448087431694,9.0,1647.0,189.0,0.0,1.0,1.0,1.0,1.0,,
60,0.06755025620811983,0.0017231476163124641,3.0,1741.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07389305356338433,0.5264782127443444
61,0.06774733937721719,0.002373887240356083,4.0,1685.0,189.0,0.0,1.0,1.0,1.0,1.0,,
62,0.06794442254631454,0.002348796241926013,4.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
63,0.06804296413086322,0.0011607661056297156,2.0,1723.0,189.0,0.0,1.0,1.0,1.0,1.0,,
64,0.06809223492313757,0.0005793742757821553,1.0,1726.0,189.0,0.0,,,,,,
65,0.06819077650768625,0.0011363636363636363,2.0,1760.0,189.0,0.0,1.0,1.0,1.0,1.0,,
66,0.06853567205360662,0.004055619930475087,7.0,1726.0,189.0,0.0,1.0,1.0,1.0,1.0,,
67,0.06883129680725265,0.0036991368680641184,6.0,1622.0,189.0,0.0,1.0,1.0,1.0,1.0,,
68,0.06917619235317304,0.004098360655737705,7.0,1708.0,189.0,0.0,1.0,1.0,1.0,1.0,,
69,0.06937327552227039,0.002362669816893089,4.0,1693.0,189.0,0.0,1.0,1.0,1.0,1.0,,
70,0.06966890027591643,0.0034562211981566822,6.0,1736.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07268825795752638,0.528753213653001
71,0.06976744186046512,0.0011547344110854503,2.0,1732.0,189.0,0.0,1.0,1.0,1.0,1.0,,
72,0.06996452502956248,0.002206287920573635,4.0,1813.0,189.0,0.0,1.0,1.0,1.0,1.0,,
73,0.07026014978320852,0.0035294117647058825,6.0,1700.0,189.0,0.0,1.0,1.0,1.0,1.0,,
74,0.07055577453685455,0.0036429872495446266,6.0,1647.0,189.0,0.0,1.0,1.0,1.0,1.0,,
75,0.07075285770595191,0.00228310502283105,4.0,1752.0,189.0,0.0,1.0,1.0,1.0,1.0,,
76,0.07139337800551833,0.008206330597889801,14.0,1706.0,189.0,0.0,1.0,1.0,1.0,1.0,,
77,0.07154119038234134,0.0017045454545454545,3.0,1760.0,189.0,0.0,1.0,1.0,1.0,1.0,,
78,0.0717382735514387,0.0023501762632197414,4.0,1702.0,189.0,0.0,1.0,1.0,1.0,1.0,,
79,0.07188608592826172,0.001735106998264893,3.0,1729.0,189.0,0.0,1.0,1.0,1.0,1.0,,
80,0.07188608592826172,0.0,0.0,1666.0,189.0,0.0,,,,,0.07242876601487257,0.5317558071345007
81,0.07213243988963343,0.002972651605231867,5.0,1682.0,189.0,0.0,1.0,1.0,1.0,1.0,,
82,0.07213243988963343,0.0,0.0,1744.0,189.0,0.0,,,,,,
83,0.07223098147418211,0.0012232415902140672,2.0,1635.0,189.0,0.0,1.0,1.0,1.0,1.0,,
84,0.07237879385100512,0.0017615971814445098,3.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
85,0.07267441860465117,0.0034071550255536627,6.0,1761.0,189.0,0.0,1.0,1.0,1.0,1.0,,
86,0.07292077256602286,0.002849002849002849,5.0,1755.0,189.0,0.0,1.0,1.0,1.0,1.0,,
87,0.07292077256602286,0.0,0.0,1749.0,189.0,0.0,,,,,,
88,0.0729700433582972,0.0005813953488372093,1.0,1720.0,189.0,0.0,1.0,1.0,1.0,1.0,,
89,0.07311785573512022,0.0016968325791855204,3.0,1768.0,189.0,0.0,1.0,1.0,1.0,1.0,,
90,0.07341348048876625,0.0034403669724770644,6.0,1744.0,189.0,0.0,1.0,1.0,1.0,1.0,0.07188525081149628,0.5422601856531559
91,0.07356129286558928,0.0017421602787456446,3.0,1722.0,189.0,0.0,1.0,1.0,1.0,1.0,,
92,0.0737091052424123,0.0016806722689075631,3.0,1785.0,189.0,0.0,1.0,1.0,1.0,1.0,,
93,0.07385691761923532,0.0017543859649122807,3.0,1710.0,189.0,0.0,1.0,1.0,1.0,1.0,,
94,0.07400472999605834,0.001750291715285881,3.0,1714.0,189.0,0.0,1.0,1.0,1.0,1.0,,
95,0.0742018131651557,0.0023121387283236996,4.0,1730.0,189.0,0.0,1.0,1.0,1.0,1.0,,
96,0.07430035474970438,0.0011527377521613833,2.0,1735.0,189.0,0.0,1.0,1.0,1.0,1.0,,
97,0.0744481671265274,0.0017172295363480253,3.0,1747.0,189.0,0.0,1.0,1.0,1.0,1.0,,
98,0.07474379188017344,0.0035231943628890195,6.0,1703.0,189.0,0.0,1.0,1.0,1.0,1.0,,
99,0.07494087504927079,0.002294893861158921,4.0,1743.0,189.0,0.0,1.0,1.0,1.0,1.0,,
