round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.25,0.0,0.0,3764.0,386.0,0.0,0.0,0.10774410774410774,384.0,2.0,0.0034915536918977137,1.5252804806482017,0.0,,,,,,,,
1,0.25,0.0,0.0,3757.0,386.0,0.0,0.0,0.10675259176239843,381.0,,,,0.0,,,,,,,,
2,0.25,0.0,0.0,3751.0,386.0,0.0,0.0,0.10567296996662959,380.0,,,,0.0,,,,,,,,
3,0.25,0.0,0.0,3758.0,386.0,0.0,0.0,0.10760201229737283,385.0,,,,0.0,,,,,,,,
4,0.25,0.0,0.0,3759.0,386.0,0.0,0.0,0.10605637733742673,380.0,,,,0.0,,,,,,,,
5,0.2500310752019888,0.0002670940170940171,1.0,3744.0,386.0,0.0,0.0025906735751295338,0.10738444193912063,381.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.2500310752019888,0.0,0.0,3758.0,386.0,0.0,0.0,0.10648406931246507,381.0,,,,0.0,,,,,,,,
7,0.2500310752019888,0.0,0.0,3782.0,386.0,0.0,0.0,0.10545253252145032,381.0,,,,0.0,,,,,,,,
8,0.2500310752019888,0.0,0.0,3792.0,386.0,0.0,0.0,0.10629486471562673,385.0,,,,0.0,,,,,,,,
9,0.2500310752019888,0.0,0.0,3741.0,386.0,0.0,0.0,0.10776589758019134,383.0,,,,0.0,,,,,,,,
10,0.2500310752019888,0.0,0.0,3778.0,386.0,0.0,0.0,0.1058790749512399,380.0,2.0,0.003463548280390506,1.525836511407127,0.0,,,,,,,,
11,0.2500621504039776,0.00026191723415400735,1.0,3818.0,386.0,0.0,0.0,0.1057134971018493,383.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
12,0.2500621504039776,0.0,0.0,3792.0,386.0,0.0,0.0,0.10595105672969966,381.0,,,,0.0,,,,,,,,
13,0.2500621504039776,0.0,0.0,3775.0,386.0,0.0,0.0,0.1058659217877095,379.0,,,,0.0,,,,,,,,
14,0.2500932256059664,0.00026469031233456857,1.0,3778.0,386.0,0.0,0.0,0.10593455352190793,382.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
15,0.2500932256059664,0.0,0.0,3813.0,386.0,0.0,0.0,0.10557986870897156,386.0,,,,0.0,,,,,,,,
16,0.2500932256059664,0.0,0.0,3769.0,386.0,0.0,0.0,0.10634743875278396,382.0,,,,0.0,,,,,,,,
17,0.2501243008079552,0.00026567481402763017,1.0,3764.0,386.0,0.0,0.0,0.10611561016475844,380.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0
18,0.2501243008079552,0.0,0.0,3777.0,386.0,0.0,0.0,0.10660324566312256,381.0,,,,0.0,,,,,,,,
19,0.2501243008079552,0.0,0.0,3761.0,386.0,0.0,0.0,0.10565932534151101,379.0,,,,0.0,,,,,,,,
20,0.2501243008079552,0.0,0.0,3723.0,386.0,0.0,0.0,0.10665169800729722,380.0,2.0,0.0034605224322755363,1.5258772490736106,0.0,,,,,,,,
21,0.2501553760099441,0.0002644802962179318,1.0,3781.0,386.0,0.0,0.0,0.10669630452903585,384.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
22,0.2501864512119329,0.0002644802962179318,1.0,3781.0,386.0,0.0,0.0025906735751295338,0.10632981676846197,383.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.2502175264139217,0.0002673082063619353,1.0,3741.0,386.0,0.0,0.0025906735751295338,0.10620960944085417,378.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.2502175264139217,0.0,0.0,3786.0,386.0,0.0,0.0,0.10651872399445216,384.0,,,,0.0,,,,,,,,
25,0.2502175264139217,0.0,0.0,3765.0,386.0,0.0,0.0,0.10586273964990275,381.0,,,,0.0,,,,,,,,
26,0.2502175264139217,0.0,0.0,3750.0,386.0,0.0,0.0,0.10692177827799662,380.0,,,,0.0,,,,,,,,
27,0.2502175264139217,0.0,0.0,3811.0,386.0,0.0,0.0,0.10583033987289306,383.0,,,,0.0,,,,,,,,
28,0.2502175264139217,0.0,0.0,3769.0,386.0,0.0,0.0,0.10717276025676807,384.0,,,,0.0,,,,,,,,
29,0.2502175264139217,0.0,0.0,3744.0,386.0,0.0,0.0,0.10744500846023688,381.0,,,,0.0,,,,,,,,
