=== advogato_gnn_s42  started 2026-05-09T22:06:24 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.6030  prec@K=0.0286  accepted=142  auc=0.7580  uauc=0.6832  loss=0.7596  (9.1s)
Round    2/30  coverage=0.6053  prec@K=0.0219  accepted=110  auc=0.7373  uauc=0.6725  loss=0.7606  (7.9s)
Round    3/30  coverage=0.6075  prec@K=0.0205  accepted=102  auc=0.7848  uauc=0.6627  loss=0.7605  (8.0s)
Round    4/30  coverage=0.6094  prec@K=0.0176  accepted=88  auc=0.7452  uauc=0.6543  loss=0.7611  (8.2s)
Round    5/30  coverage=0.6114  prec@K=0.0194  accepted=97  auc=0.7934  uauc=0.6401  loss=0.7607  (8.5s)
Round    6/30  coverage=0.6136  prec@K=0.0201  accepted=100  auc=0.7230  uauc=0.6492  loss=0.7605  (8.4s)
Round    7/30  coverage=0.6154  prec@K=0.0174  accepted=88  auc=0.7515  uauc=0.5861  loss=0.7610  (9.3s)
Round    8/30  coverage=0.6170  prec@K=0.0150  accepted=75  auc=0.7361  uauc=0.6445  loss=0.7610  (7.8s)
Round    9/30  coverage=0.6189  prec@K=0.0183  accepted=91  auc=0.8018  uauc=0.6907  loss=0.7606  (7.7s)
Round   10/30  coverage=0.6209  prec@K=0.0180  accepted=90  auc=0.7903  uauc=0.6285  loss=0.7604  (7.7s)
Round   11/30  coverage=0.6223  prec@K=0.0137  accepted=69  auc=0.8072  uauc=0.6298  loss=0.7611  (8.4s)
Round   12/30  coverage=0.6240  prec@K=0.0160  accepted=80  auc=0.7943  uauc=0.6043  loss=0.7609  (7.7s)
Round   13/30  coverage=0.6258  prec@K=0.0168  accepted=84  auc=0.7686  uauc=0.5992  loss=0.7606  (7.8s)
Round   14/30  coverage=0.6271  prec@K=0.0119  accepted=60  auc=0.7277  uauc=0.6388  loss=0.7612  (7.8s)
Round   15/30  coverage=0.6286  prec@K=0.0142  accepted=71  auc=0.7795  uauc=0.7016  loss=0.7607  (7.8s)
Round   16/30  coverage=0.6298  prec@K=0.0115  accepted=58  auc=0.7758  uauc=0.6371  loss=0.7612  (7.6s)
Round   17/30  coverage=0.6312  prec@K=0.0128  accepted=64  auc=0.7725  uauc=0.6261  loss=0.7608  (7.8s)
Round   18/30  coverage=0.6325  prec@K=0.0123  accepted=62  auc=0.7864  uauc=0.6504  loss=0.7608  (7.8s)
Round   19/30  coverage=0.6336  prec@K=0.0108  accepted=54  auc=0.7605  uauc=0.6472  loss=0.7609  (7.9s)
Round   20/30  coverage=0.6351  prec@K=0.0138  accepted=69  auc=0.7420  uauc=0.6879  loss=0.7606  (8.0s)
Round   21/30  coverage=0.6363  prec@K=0.0117  accepted=59  auc=0.7884  uauc=0.6329  loss=0.7606  (8.5s)
Round   22/30  coverage=0.6374  prec@K=0.0105  accepted=52  auc=0.7910  uauc=0.6079  loss=0.7609  (7.8s)
Round   23/30  coverage=0.6386  prec@K=0.0112  accepted=56  auc=0.7960  uauc=0.7009  loss=0.7605  (7.5s)
Round   24/30  coverage=0.6400  prec@K=0.0132  accepted=66  auc=0.8008  uauc=0.5808  loss=0.7601  (7.9s)
Round   25/30  coverage=0.6412  prec@K=0.0112  accepted=56  auc=0.7750  uauc=0.6497  loss=0.7603  (8.4s)
Round   26/30  coverage=0.6424  prec@K=0.0108  accepted=54  auc=0.7976  uauc=0.6360  loss=0.7604  (8.0s)
Round   27/30  coverage=0.6433  prec@K=0.0088  accepted=44  auc=0.7507  uauc=0.6056  loss=0.7608  (8.1s)
Round   28/30  coverage=0.6444  prec@K=0.0100  accepted=50  auc=0.8329  uauc=0.6109  loss=0.7602  (7.8s)
Round   29/30  coverage=0.6452  prec@K=0.0080  accepted=40  auc=0.7374  uauc=0.5611  loss=0.7607  (8.3s)
Round   30/30  coverage=0.6460  prec@K=0.0076  accepted=38  auc=0.7587  uauc=0.5338  loss=0.7605  (8.3s)

结果已写入 results\orchestrator\runs\ir60_constlr5e5_multiseed_bidir\advogato\gnn_s42/rounds.csv
