=== bitcoin_otc_seal_s1  started 2026-05-09T22:43:36 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.6006  prec@K=0.0036  accepted=20  auc=0.5937  uauc=0.6417  loss=0.7653  (7.3s)
Round    2/30  coverage=0.6014  prec@K=0.0056  accepted=31  auc=0.5380  uauc=0.6825  loss=0.7647  (6.2s)
Round    3/30  coverage=0.6017  prec@K=0.0020  accepted=11  auc=0.7127  uauc=0.8030  loss=0.7643  (6.3s)
Round    4/30  coverage=0.6022  prec@K=0.0027  accepted=15  auc=0.5708  uauc=0.6369  loss=0.7643  (6.0s)
Round    5/30  coverage=0.6026  prec@K=0.0029  accepted=16  auc=0.6535  uauc=0.7801  loss=0.7630  (6.1s)
Round    6/30  coverage=0.6029  prec@K=0.0021  accepted=12  auc=0.6560  uauc=0.6713  loss=0.7624  (6.1s)
Round    7/30  coverage=0.6032  prec@K=0.0016  accepted=9  auc=0.4296  uauc=0.8151  loss=0.7622  (6.5s)
Round    8/30  coverage=0.6034  prec@K=0.0011  accepted=6  auc=0.5016  uauc=0.4444  loss=0.7624  (6.5s)
Round    9/30  coverage=0.6036  prec@K=0.0018  accepted=10  auc=0.5295  uauc=0.5604  loss=0.7602  (6.4s)
Round   10/30  coverage=0.6039  prec@K=0.0018  accepted=10  auc=0.6575  uauc=0.6597  loss=0.7604  (6.8s)
Round   11/30  coverage=0.6041  prec@K=0.0012  accepted=7  auc=0.8163  uauc=0.7940  loss=0.7598  (6.6s)
Round   12/30  coverage=0.6044  prec@K=0.0016  accepted=9  auc=0.5199  uauc=0.6458  loss=0.7587  (6.4s)
Round   13/30  coverage=0.6048  prec@K=0.0025  accepted=14  auc=0.5969  uauc=0.7063  loss=0.7587  (6.7s)
Round   14/30  coverage=0.6052  prec@K=0.0026  accepted=15  auc=0.4536  uauc=0.6843  loss=0.7588  (6.3s)
Round   15/30  coverage=0.6054  prec@K=0.0016  accepted=9  auc=0.6235  uauc=0.4815  loss=0.7584  (6.4s)
Round   16/30  coverage=0.6056  prec@K=0.0011  accepted=6  auc=0.3876  uauc=0.5741  loss=0.7577  (6.6s)
Round   17/30  coverage=0.6060  prec@K=0.0023  accepted=13  auc=0.5445  uauc=0.6181  loss=0.7556  (6.6s)
Round   18/30  coverage=0.6062  prec@K=0.0012  accepted=7  auc=0.5944  uauc=0.6032  loss=0.7568  (6.5s)
Round   19/30  coverage=0.6063  prec@K=0.0009  accepted=5  auc=0.5751  uauc=0.4611  loss=0.7573  (6.2s)
Round   20/30  coverage=0.6065  prec@K=0.0014  accepted=8  auc=0.4587  uauc=0.6597  loss=0.7570  (6.7s)
Round   21/30  coverage=0.6067  prec@K=0.0011  accepted=6  auc=0.4675  uauc=0.6519  loss=0.7552  (6.6s)
Round   22/30  coverage=0.6069  prec@K=0.0011  accepted=6  auc=0.3777  uauc=0.5833  loss=0.7556  (6.4s)
Round   23/30  coverage=0.6071  prec@K=0.0014  accepted=8  auc=0.7829  uauc=0.6806  loss=0.7547  (6.4s)
Round   24/30  coverage=0.6073  prec@K=0.0012  accepted=7  auc=0.5849  uauc=0.6667  loss=0.7534  (7.0s)
Round   25/30  coverage=0.6074  prec@K=0.0009  accepted=5  auc=0.7782  uauc=0.4149  loss=0.7543  (6.5s)
Round   26/30  coverage=0.6076  prec@K=0.0012  accepted=7  auc=0.3704  uauc=0.5873  loss=0.7532  (6.9s)
Round   27/30  coverage=0.6078  prec@K=0.0013  accepted=7  auc=0.2578  uauc=0.5556  loss=0.7521  (6.8s)
Round   28/30  coverage=0.6080  prec@K=0.0011  accepted=6  auc=0.2334  uauc=0.5000  loss=0.7506  (7.1s)
Round   29/30  coverage=0.6082  prec@K=0.0013  accepted=7  auc=0.3928  uauc=0.6667  loss=0.7535  (6.6s)
Round   30/30  coverage=0.6083  prec@K=0.0007  accepted=4  auc=0.2901  uauc=0.2639  loss=0.7520  (6.5s)

结果已写入 results\orchestrator\runs\ir60_constlr5e5_multiseed_bidir\bitcoin_otc\seal_s1/rounds.csv
