C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2500  prec@K=0.0009  accepted=17  loss=0.6888  (17.6s)
Round    2/30  coverage=0.2500  prec@K=0.0007  accepted=13  loss=0.6807  (14.2s)
Round    3/30  coverage=0.2501  prec@K=0.0012  accepted=21  loss=0.6675  (17.8s)
Round    4/30  coverage=0.2501  prec@K=0.0012  accepted=22  loss=0.6491  (22.0s)
Round    5/30  coverage=0.2501  prec@K=0.0006  accepted=11  loss=0.6271  (24.6s)
Round    6/30  coverage=0.2501  prec@K=0.0007  accepted=13  loss=0.6020  (28.5s)
Round    7/30  coverage=0.2501  prec@K=0.0004  accepted=8  loss=0.5766  (31.0s)
Round    8/30  coverage=0.2501  prec@K=0.0004  accepted=8  loss=0.5516  (34.5s)
Round    9/30  coverage=0.2501  prec@K=0.0007  accepted=13  loss=0.5292  (37.9s)
Round   10/30  coverage=0.2502  prec@K=0.0002  accepted=4  loss=0.5034  (40.7s)
Round   11/30  coverage=0.2502  prec@K=0.0006  accepted=11  loss=0.4796  (48.8s)
Round   12/30  coverage=0.2502  prec@K=0.0007  accepted=12  loss=0.4553  (46.7s)
Round   13/30  coverage=0.2502  prec@K=0.0004  accepted=8  loss=0.4294  (50.0s)
Round   14/30  coverage=0.2502  prec@K=0.0008  accepted=14  loss=0.4063  (55.2s)
Round   15/30  coverage=0.2502  prec@K=0.0007  accepted=13  loss=0.3820  (57.5s)
Round   16/30  coverage=0.2502  prec@K=0.0003  accepted=5  loss=0.3589  (59.8s)
Round   17/30  coverage=0.2502  prec@K=0.0002  accepted=4  loss=0.3373  (63.3s)
Round   18/30  coverage=0.2502  prec@K=0.0006  accepted=10  loss=0.3210  (66.7s)
Round   19/30  coverage=0.2503  prec@K=0.0004  accepted=8  loss=0.3025  (70.7s)
Round   20/30  coverage=0.2503  prec@K=0.0005  accepted=10  loss=0.2873  (72.4s)
Round   21/30  coverage=0.2503  prec@K=0.0008  accepted=14  loss=0.2770  (79.0s)
Round   22/30  coverage=0.2503  prec@K=0.0004  accepted=7  loss=0.2619  (81.1s)
Round   23/30  coverage=0.2503  prec@K=0.0006  accepted=11  loss=0.2518  (85.5s)
Round   24/30  coverage=0.2503  prec@K=0.0006  accepted=11  loss=0.2459  (88.7s)
Round   25/30  coverage=0.2503  prec@K=0.0005  accepted=9  loss=0.2396  (92.4s)
Round   26/30  coverage=0.2503  prec@K=0.0007  accepted=13  loss=0.2365  (96.1s)
Round   27/30  coverage=0.2503  prec@K=0.0003  accepted=5  loss=0.2324  (97.2s)
Round   28/30  coverage=0.2504  prec@K=0.0003  accepted=5  loss=0.2292  (113.2s)
Round   29/30  coverage=0.2504  prec@K=0.0003  accepted=6  loss=0.2290  (115.7s)
Round   30/30  coverage=0.2504  prec@K=0.0006  accepted=10  loss=0.2302  (117.1s)

结果已写入 results\online\algo_sweep_sx_superuser_v2\sx_superuser_gnn_sum/rounds.csv
