cell_id,dataset,method,seed,n_nodes,total_rounds,ingested_at,final_coverage,final_auc_feedback,final_uauc_feedback,final_precision_k,final_n_accepted,final_n_recs,final_n_active_users,final_n_skipped_users,final_mrr@1,final_hits@1,final_mrr@3,final_hits@3,final_mrr@5,final_hits@5,final_mrr@10,final_hits@10,final_hit_rate@1,final_rec_coverage@1,final_unique_recs@1,final_novelty,final_clustering_diff,final_degree_kl,final_replay_size
email_eu_cn_s0,email_eu,cn,0,986,30,2026-05-09T21:24:01,0.7069276745958523,0.8576373626373627,0.6885157627865962,0.0714285714285714,70.0,980.0,98.0,0.0,0.5277777777777778,0.5277777777777778,0.6111111111111112,0.7222222222222222,0.6499999999999999,0.8888888888888888,0.662610229276896,1.0,0.1938775510204081,0.2015706806282722,77.0,,,,0.0
email_eu_cn_s1,email_eu,cn,1,986,30,2026-05-09T21:24:01,0.7050423201893378,0.8153116997286244,0.7306816059757236,0.0584615384615384,57.0,975.0,98.0,0.0,0.4411764705882353,0.4411764705882353,0.5735294117647058,0.7352941176470589,0.6029411764705882,0.8529411764705882,0.6216386554621849,1.0,0.1530612244897959,0.2005813953488372,69.0,,,,0.0
email_eu_cn_s2,email_eu,cn,2,986,30,2026-05-09T21:24:01,0.7063259657427093,0.8547301912568306,0.6372239729225023,0.0653728294177732,64.0,979.0,98.0,0.0,0.3823529411764705,0.3823529411764705,0.4754901960784313,0.6176470588235294,0.5225490196078431,0.8235294117647058,0.5474673202614379,1.0,0.1326530612244898,0.1942257217847769,74.0,,,,0.0
email_eu_aa_s42,email_eu,aa,42,986,30,2026-05-09T21:24:04,0.7076096112960809,0.8981310871281917,0.7270039682539683,0.0594871794871794,58.0,975.0,98.0,0.0,0.5625,0.5625,0.671875,0.8125,0.6859375,0.875,0.7042906746031745,1.0,0.1836734693877551,0.2035175879396984,81.0,,,,0.0
email_eu_aa_s1,email_eu,aa,1,986,30,2026-05-09T21:24:04,0.7097757631673954,0.8306010446813016,0.7461658086658087,0.0635245901639344,62.0,976.0,98.0,0.0,0.3513513513513513,0.3513513513513513,0.5315315315315314,0.7567567567567568,0.5761261261261261,0.945945945945946,0.5826898326898327,1.0,0.1326530612244898,0.1978021978021978,72.0,,,,0.0
email_eu_aa_s3,email_eu,aa,3,986,30,2026-05-09T21:24:04,0.7074892695254523,0.8846788158654242,0.7701707551707552,0.0689300411522633,67.0,972.0,98.0,0.0,0.6363636363636364,0.6363636363636364,0.7070707070707072,0.7878787878787878,0.7343434343434344,0.9090909090909092,0.7487734487734488,1.0,0.2142857142857142,0.1824817518248175,75.0,,,,0.0
email_eu_aa_s2,email_eu,aa,2,986,30,2026-05-09T21:24:04,0.7100565606321955,0.776049178597812,0.6433933933933935,0.0633299284984678,62.0,979.0,98.0,0.0,0.3243243243243243,0.3243243243243243,0.4729729729729729,0.6486486486486487,0.4851351351351352,0.7027027027027027,0.5273380523380523,1.0,0.1224489795918367,0.1867007672634271,73.0,,,,0.0
email_eu_aa_s0,email_eu,aa,0,986,30,2026-05-09T21:24:04,0.7088932568494525,0.8768370633143157,0.7579055059523809,0.0683673469387755,67.0,980.0,98.0,0.0,0.6875,0.6875,0.765625,0.875,0.765625,0.875,0.7829241071428572,1.0,0.2244897959183673,0.2004889975550122,82.0,,,,0.0
email_eu_cn_s3,email_eu,cn,3,986,30,2026-05-09T21:24:10,0.7021140037707088,0.8340091180505125,0.6756253006253007,0.0555555555555555,54.0,972.0,98.0,0.0,0.5454545454545454,0.5454545454545454,0.5707070707070708,0.6060606060606061,0.6176767676767677,0.8181818181818182,0.6402717652717652,1.0,0.1836734693877551,0.2035623409669211,80.0,,,,0.0
email_eu_cn_s42,email_eu,cn,42,986,30,2026-05-09T21:24:10,0.7056440290424807,0.8890903708089705,0.7514105902777778,0.0605128205128205,59.0,975.0,98.0,0.0,0.59375,0.59375,0.6822916666666666,0.8125,0.7057291666666666,0.90625,0.7162326388888889,1.0,0.1938775510204081,0.2163588390501319,82.0,,,,0.0
email_eu_gnn_s0,email_eu,gnn,0,986,30,2026-05-09T21:25:31,0.6797705483573349,0.2377702216375865,0.7029546957671958,0.0438775510204081,43.0,980.0,98.0,0.0,0.5416666666666666,0.5416666666666666,0.625,0.75,0.6458333333333334,0.8333333333333334,0.6672453703703703,1.0,0.1326530612244898,0.1854166666666666,89.0,,,,0.0
email_eu_gat_emb_s2,email_eu,gat_emb,2,986,30,2026-05-09T21:25:32,0.6229291186970998,0.2697190426638918,0.5606060606060606,0.0153688524590163,15.0,976.0,98.0,0.0,0.0909090909090909,0.0909090909090909,0.2878787878787878,0.5454545454545454,0.3287878787878788,0.7272727272727273,0.360966810966811,1.0,0.010204081632653,0.1732456140350877,79.0,,,,0.0
email_eu_gat_emb_s0,email_eu,gat_emb,0,986,30,2026-05-09T21:25:32,0.6304705363231577,0.3690239439980908,0.3912450396825397,0.0132653061224489,13.0,980.0,98.0,0.0,0.0,0.0,0.1041666666666666,0.25,0.1604166666666666,0.5,0.2272321428571428,1.0,0.0,0.1685649202733485,74.0,,,,0.0
email_eu_gat_emb_s42,email_eu,gat_emb,42,986,30,2026-05-09T21:25:32,0.6250551566448714,0.3576642335766423,0.5341810966810967,0.0164102564102564,16.0,975.0,98.0,0.0,0.0909090909090909,0.0909090909090909,0.2575757575757575,0.4545454545454545,0.2803030303030303,0.5454545454545454,0.3396464646464646,1.0,0.010204081632653,0.1659574468085106,78.0,,,,0.0
email_eu_gat_emb_s1,email_eu,gat_emb,1,986,30,2026-05-09T21:25:33,0.6276224477516146,0.4679065895548545,0.4481371252204585,0.0246153846153846,24.0,975.0,98.0,0.0,0.1666666666666666,0.1666666666666666,0.2685185185185185,0.4444444444444444,0.2685185185185185,0.4444444444444444,0.3426807760141093,1.0,0.0306122448979591,0.1598173515981735,70.0,,,,0.0
