C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/500  coverage=0.2539  prec@K=0.0482  accepted=80  loss=0.6123  (0.6s)
Round   51/500  coverage=0.3460  prec@K=0.0074  accepted=13  loss=0.5466  (0.5s)
Round  101/500  coverage=0.3660  prec@K=0.0017  accepted=3  loss=0.4381  (0.5s)
Round  151/500  coverage=0.3719  prec@K=0.0006  accepted=1  loss=0.0392  (0.5s)
Round  201/500  coverage=0.3750  prec@K=0.0000  accepted=0  loss=0.0032  (0.5s)
Round  251/500  coverage=0.3762  prec@K=0.0000  accepted=0  loss=0.0019  (0.5s)
Round  301/500  coverage=0.3767  prec@K=0.0000  accepted=0  loss=0.0010  (0.5s)
Round  351/500  coverage=0.3769  prec@K=0.0000  accepted=0  loss=0.0009  (0.5s)
Round  401/500  coverage=0.3773  prec@K=0.0000  accepted=0  loss=0.0008  (0.5s)
Round  451/500  coverage=0.3774  prec@K=0.0000  accepted=0  loss=0.0008  (0.5s)

结果已写入 results\online\eps_sweep\college_msg_eps00/rounds.csv
