C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4000  prec@K=0.0011  accepted=20  loss=0.6938  (101.3s)
Round    2/30  coverage=0.4000  prec@K=0.0010  accepted=18  loss=0.6914  (133.3s)
Round    3/30  coverage=0.4001  prec@K=0.0015  accepted=27  loss=0.6865  (66.4s)
Round    4/30  coverage=0.4001  prec@K=0.0012  accepted=21  loss=0.6793  (83.8s)
Round    5/30  coverage=0.4001  prec@K=0.0016  accepted=29  loss=0.6698  (66.7s)
Round    6/30  coverage=0.4002  prec@K=0.0010  accepted=18  loss=0.6585  (105.5s)
Round    7/30  coverage=0.4002  prec@K=0.0009  accepted=16  loss=0.6477  (103.0s)
Round    8/30  coverage=0.4002  prec@K=0.0005  accepted=9  loss=0.6374  (100.4s)
Round    9/30  coverage=0.4002  prec@K=0.0006  accepted=10  loss=0.6278  (114.5s)
Round   10/30  coverage=0.4002  prec@K=0.0009  accepted=16  loss=0.6193  (104.3s)
Round   11/30  coverage=0.4002  prec@K=0.0010  accepted=17  loss=0.6107  (126.9s)
Round   12/30  coverage=0.4002  prec@K=0.0005  accepted=9  loss=0.6022  (141.6s)
Round   13/30  coverage=0.4003  prec@K=0.0009  accepted=16  loss=0.5951  (152.7s)
Round   14/30  coverage=0.4003  prec@K=0.0007  accepted=13  loss=0.5871  (167.1s)
Round   15/30  coverage=0.4003  prec@K=0.0010  accepted=17  loss=0.5799  (168.7s)
Round   16/30  coverage=0.4003  prec@K=0.0007  accepted=13  loss=0.5729  (153.7s)
Round   17/30  coverage=0.4003  prec@K=0.0008  accepted=15  loss=0.5669  (144.3s)
Round   18/30  coverage=0.4003  prec@K=0.0005  accepted=9  loss=0.5613  (177.7s)
Round   19/30  coverage=0.4003  prec@K=0.0002  accepted=4  loss=0.5564  (183.8s)
Round   20/30  coverage=0.4004  prec@K=0.0003  accepted=6  loss=0.5514  (199.8s)
Round   21/30  coverage=0.4004  prec@K=0.0007  accepted=12  loss=0.5479  (211.8s)
Round   22/30  coverage=0.4004  prec@K=0.0008  accepted=15  loss=0.5454  (177.2s)
Round   23/30  coverage=0.4004  prec@K=0.0005  accepted=9  loss=0.5416  (223.8s)
Round   24/30  coverage=0.4004  prec@K=0.0003  accepted=5  loss=0.5394  (223.3s)
Round   25/30  coverage=0.4004  prec@K=0.0003  accepted=6  loss=0.5377  (182.6s)
Round   26/30  coverage=0.4004  prec@K=0.0007  accepted=12  loss=0.5364  (165.8s)
Round   27/30  coverage=0.4004  prec@K=0.0007  accepted=13  loss=0.5358  (193.6s)
Round   28/30  coverage=0.4004  prec@K=0.0005  accepted=9  loss=0.5352  (145.7s)
Round   29/30  coverage=0.4005  prec@K=0.0006  accepted=10  loss=0.5351  (174.6s)
Round   30/30  coverage=0.4005  prec@K=0.0003  accepted=6  loss=0.5342  (183.8s)

结果已写入 results\online\algo_sweep_sx_superuser_v2_ir40_s2\sx_superuser_gnn_concat_h8/rounds.csv
