round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.4999990819303699,0.0,0.0,14463.0,1572.0,0.0,0.0,0.12346396545998008,1487.0,2.0,0.05725152145292138,0.0007563071723940062,0.0,,,,,,,,
1,0.5000082626266706,0.00035134565385426184,5.0,14231.0,1572.0,0.0,0.0,0.12637362637362637,1495.0,,,,0.0,0.0,0.0,0.16666666666666666,0.4,0.24666666666666665,0.8,0.27999999999999997,1.0
2,0.5000156071837112,0.00027929060187124703,4.0,14322.0,1572.0,0.0,0.0,0.12444814660558101,1494.0,,,,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.14537037037037037,1.0
3,0.5000284601585323,0.0004851004851004851,7.0,14430.0,1572.0,0.0,0.001272264631043257,0.12293532747144384,1496.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.38888888888888884,0.5,0.4305555555555555,0.6666666666666666,0.4680555555555556,1.0
4,0.500037640854833,0.00034525618008562355,5.0,14482.0,1572.0,0.0,0.0006361323155216285,0.1241644385026738,1486.0,,,,0.0,0.2,0.2,0.4,0.6,0.4,0.6,0.4619047619047619,1.0
5,0.5000413131333533,0.00013806433798149937,2.0,14486.0,1572.0,0.0,0.0,0.1261548798924912,1502.0,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.17142857142857143,1.0
6,0.5000449854118736,0.00013810247203424942,2.0,14482.0,1572.0,0.0,0.0,0.12347926839361086,1492.0,,,,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.19642857142857142,1.0
7,0.500050493829654,0.0002072825260830512,3.0,14473.0,1572.0,0.0,0.0,0.12327064866208268,1488.0,,,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.6666666666666666,0.18095238095238098,1.0
8,0.5000578383866946,0.00027831895352073476,4.0,14372.0,1572.0,0.0,0.0006361323155216285,0.125083836351442,1492.0,,,,0.0,0.25,0.25,0.3333333333333333,0.5,0.3333333333333333,0.5,0.38333333333333336,1.0
9,0.5000670190829953,0.0003467646854844303,5.0,14419.0,1572.0,0.0,0.0006361323155216285,0.12486373165618449,1489.0,,,,0.0,0.2,0.2,0.2,0.2,0.33999999999999997,0.8,0.37333333333333335,1.0
10,0.5000761997792961,0.0003502381619501261,5.0,14276.0,1572.0,0.0,0.0,0.12577147623019183,1508.0,2.0,0.05716405485656196,0.0007563071723940062,0.0,0.0,0.0,0.3333333333333333,0.75,0.3833333333333333,1.0,0.3833333333333333,1.0
11,0.5000780359185562,6.854009595613433e-05,1.0,14590.0,1572.0,0.0,0.0,0.12331343527680105,1508.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
12,0.5000890527541171,0.0004152249134948097,6.0,14450.0,1572.0,0.0,0.0,0.12510481301358375,1492.0,,,,0.0,0.0,0.0,0.16666666666666666,0.4,0.16666666666666666,0.4,0.24722222222222223,1.0
13,0.5001019057289381,0.00048520135856380397,7.0,14427.0,1572.0,0.0,0.0019083969465648854,0.124595066035385,1500.0,,,,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.6,0.8571428571428571,0.6204081632653062,1.0
14,0.5001147587037591,0.00048034035545186304,7.0,14573.0,1572.0,0.0,0.0,0.12231039842919086,1495.0,,,,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.09722222222222221,0.3333333333333333,0.18214285714285713,1.0
15,0.5001202671215396,0.00020756936276205632,3.0,14453.0,1572.0,0.0,0.0006361323155216285,0.12467919529762397,1506.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.39999999999999997,0.6666666666666666,0.45555555555555555,1.0
16,0.5001276116785801,0.0002786485545106235,4.0,14355.0,1572.0,0.0,0.0,0.12566934404283803,1502.0,,,,0.0,0.0,0.0,0.20833333333333331,0.5,0.20833333333333331,0.5,0.26111111111111107,1.0
17,0.5001312839571005,0.0001397819401733296,2.0,14308.0,1572.0,0.0,0.0,0.124790899966544,1492.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
18,0.5001331200963606,6.884207627702051e-05,1.0,14526.0,1572.0,0.0,0.0,0.12388503468780972,1500.0,,,,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
19,0.5001367923748808,0.0001396843134515994,2.0,14318.0,1572.0,0.0,0.0006361323155216285,0.12532288975918673,1504.0,,,,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,1.0
20,0.5001404646534011,0.00013819789939192924,2.0,14472.0,1572.0,0.0,0.0,0.12261669953977647,1492.0,2.0,0.05710068651441226,0.0007563071723940062,0.0,0.0,0.0,0.41666666666666663,1.0,0.41666666666666663,1.0,0.41666666666666663,1.0
21,0.5001569899067425,0.0006215898888044754,9.0,14479.0,1572.0,0.0,0.0006361323155216285,0.12307187397440104,1500.0,,,,0.0,0.1111111111111111,0.1111111111111111,0.2037037037037037,0.3333333333333333,0.2537037037037037,0.5555555555555556,0.3163139329805997,1.0
22,0.5001606621852628,0.00014066676044450696,2.0,14218.0,1572.0,0.0,0.0006361323155216285,0.1258138158451002,1488.0,,,,0.0,0.5,0.5,0.5,0.5,0.6,1.0,0.6,1.0
23,0.5001698428815635,0.0003456858407079646,5.0,14464.0,1572.0,0.0,0.0006361323155216285,0.12258064516129032,1482.0,,,,0.0,0.2,0.2,0.3,0.4,0.33999999999999997,0.6,0.4019047619047619,1.0
24,0.5001735151600838,0.00013821700069108501,2.0,14470.0,1572.0,0.0,0.001272264631043257,0.12347926839361086,1492.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.5001826958563845,0.0003433830094086945,5.0,14561.0,1572.0,0.0,0.0006361323155216285,0.12384640738299275,1503.0,,,,0.0,0.2,0.2,0.36666666666666664,0.6,0.4066666666666666,0.8,0.4352380952380952,1.0
26,0.500188204274165,0.000207957853874948,3.0,14426.0,1572.0,0.0,0.0006361323155216285,0.1248339973439575,1504.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5416666666666666,1.0
27,0.5001937126919455,0.000209819555182543,3.0,14298.0,1572.0,0.0,0.0006361323155216285,0.1242313445238491,1495.0,,,,0.0,0.3333333333333333,0.3333333333333333,0.611111111111111,1.0,0.611111111111111,1.0,0.611111111111111,1.0
28,0.5002065656667665,0.0004789599726308587,7.0,14615.0,1572.0,0.0,0.0006361323155216285,0.1217597514105814,1489.0,,,,0.0,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.2857142857142857,0.19047619047619047,0.2857142857142857,0.2747732426303855,1.0
29,0.5002120740845468,0.0002100840336134454,3.0,14280.0,1572.0,0.0,0.0,0.12567759152697858,1507.0,,,,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.25,0.6666666666666666,0.3055555555555555,1.0
