C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.2500  prec@K=0.0013  accepted=24  loss=0.6840  (25.3s)
Round    2/30  coverage=0.2501  prec@K=0.0015  accepted=27  loss=0.6809  (23.3s)
Round    3/30  coverage=0.2501  prec@K=0.0013  accepted=23  loss=0.6743  (32.6s)
Round    4/30  coverage=0.2501  prec@K=0.0012  accepted=21  loss=0.6646  (37.3s)
Round    5/30  coverage=0.2501  prec@K=0.0005  accepted=9  loss=0.6521  (71.1s)
Round    6/30  coverage=0.2501  prec@K=0.0003  accepted=5  loss=0.6367  (70.2s)
Round    7/30  coverage=0.2501  prec@K=0.0002  accepted=3  loss=0.6218  (55.4s)
Round    8/30  coverage=0.2501  prec@K=0.0004  accepted=7  loss=0.6074  (71.5s)
Round    9/30  coverage=0.2501  prec@K=0.0003  accepted=6  loss=0.5923  (66.4s)
Round   10/30  coverage=0.2502  prec@K=0.0004  accepted=8  loss=0.5770  (69.5s)
Round   11/30  coverage=0.2502  prec@K=0.0004  accepted=8  loss=0.5646  (80.0s)
Round   12/30  coverage=0.2502  prec@K=0.0002  accepted=3  loss=0.5520  (81.4s)
Round   13/30  coverage=0.2502  prec@K=0.0004  accepted=7  loss=0.5391  (80.0s)
Round   14/30  coverage=0.2502  prec@K=0.0004  accepted=7  loss=0.5269  (89.6s)
Round   15/30  coverage=0.2502  prec@K=0.0004  accepted=8  loss=0.5138  (92.0s)
Round   16/30  coverage=0.2502  prec@K=0.0003  accepted=5  loss=0.5021  (93.6s)
Round   17/30  coverage=0.2502  prec@K=0.0003  accepted=6  loss=0.4919  (99.4s)
Round   18/30  coverage=0.2502  prec@K=0.0003  accepted=6  loss=0.4802  (122.5s)
Round   19/30  coverage=0.2502  prec@K=0.0004  accepted=7  loss=0.4692  (166.5s)
Round   20/30  coverage=0.2502  prec@K=0.0004  accepted=7  loss=0.4610  (114.0s)
Round   21/30  coverage=0.2502  prec@K=0.0004  accepted=7  loss=0.4541  (124.8s)
Round   22/30  coverage=0.2502  prec@K=0.0004  accepted=7  loss=0.4457  (124.3s)
Round   23/30  coverage=0.2503  prec@K=0.0003  accepted=6  loss=0.4393  (129.8s)
Round   24/30  coverage=0.2503  prec@K=0.0004  accepted=7  loss=0.4357  (158.2s)
Round   25/30  coverage=0.2503  prec@K=0.0002  accepted=3  loss=0.4302  (150.8s)
Round   26/30  coverage=0.2503  prec@K=0.0002  accepted=4  loss=0.4280  (141.3s)
Round   27/30  coverage=0.2503  prec@K=0.0003  accepted=5  loss=0.4277  (149.6s)
Round   28/30  coverage=0.2503  prec@K=0.0003  accepted=5  loss=0.4252  (152.8s)
Round   29/30  coverage=0.2503  prec@K=0.0004  accepted=8  loss=0.4246  (154.8s)
Round   30/30  coverage=0.2503  prec@K=0.0004  accepted=8  loss=0.4243  (160.2s)

结果已写入 results\online\algo_sweep_sx_superuser_v2_s1\sx_superuser_gnn_h32/rounds.csv
