cell_id,dataset,method,seed,n_nodes,total_rounds,ingested_at,final_coverage,final_precision_k,final_n_accepted,final_n_recs,final_n_active_users,final_n_skipped_users,final_mrr@1,final_hits@1,final_mrr@3,final_hits@3,final_mrr@5,final_hits@5,final_mrr@10,final_hits@10,final_hit_rate@1,final_rec_coverage@1,final_unique_recs@1,final_novelty,final_clustering_diff,final_degree_kl,final_replay_size
email_eu_gnn_sum_s42,email_eu,gnn_sum,42,986,5,2026-05-03T22:48:21,0.2856111356251755,0.127461139896373,123.0,965.0,98.0,0.0,0.6041666666666666,0.6041666666666666,0.7534722222222222,0.9166666666666666,0.7586805555555555,0.9375,0.7686011904761906,1.0,0.2959183673469387,0.1541353383458646,82.0,,,,0.0
