=== sx_mathoverflow_graphsage_emb_s2  started 2026-05-08T02:40:12 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4000  prec@K=0.0038  accepted=9  auc=0.7245  uauc=0.6538  loss=0.6324  (5.3s)
Round    2/30  coverage=0.4001  prec@K=0.0037  accepted=9  auc=0.6877  uauc=0.6296  loss=0.6322  (2.9s)
Round    3/30  coverage=0.4001  prec@K=0.0017  accepted=4  auc=0.7215  uauc=0.8056  loss=0.6313  (2.6s)
Round    4/30  coverage=0.4001  prec@K=0.0004  accepted=1  auc=0.6975  uauc=0.7778  loss=0.6306  (2.6s)
Round    5/30  coverage=0.4001  prec@K=0.0029  accepted=7  auc=0.6556  uauc=0.4873  loss=0.6307  (2.6s)
Round    6/30  coverage=0.4002  prec@K=0.0025  accepted=6  auc=0.6076  uauc=0.6111  loss=0.6301  (2.8s)
Round    7/30  coverage=0.4002  prec@K=0.0041  accepted=10  auc=0.6248  uauc=0.5432  loss=0.6300  (2.6s)
Round    8/30  coverage=0.4002  prec@K=0.0029  accepted=7  auc=0.7249  uauc=0.2928  loss=0.6293  (2.9s)
Round    9/30  coverage=0.4003  prec@K=0.0071  accepted=17  auc=0.6975  uauc=0.5981  loss=0.6297  (2.8s)
Round   10/30  coverage=0.4003  prec@K=0.0008  accepted=2  auc=0.4900  uauc=0.6111  loss=0.6283  (2.7s)
Round   11/30  coverage=0.4003  prec@K=0.0013  accepted=3  auc=0.7390  uauc=0.7778  loss=0.6276  (4.4s)
Round   12/30  coverage=0.4004  prec@K=0.0049  accepted=12  auc=0.7082  uauc=0.6111  loss=0.6284  (3.0s)
Round   13/30  coverage=0.4004  prec@K=0.0025  accepted=6  auc=0.4884  uauc=0.5995  loss=0.6272  (2.5s)
Round   14/30  coverage=0.4004  prec@K=0.0038  accepted=9  auc=0.7472  uauc=0.6736  loss=0.6269  (2.9s)
Round   15/30  coverage=0.4005  prec@K=0.0008  accepted=2  auc=0.6969  uauc=0.8333  loss=0.6262  (3.1s)
Round   16/30  coverage=0.4005  prec@K=0.0017  accepted=4  auc=0.7045  uauc=0.6562  loss=0.6257  (2.5s)
Round   17/30  coverage=0.4005  prec@K=0.0021  accepted=5  auc=0.6433  uauc=0.5729  loss=0.6256  (2.7s)
Round   18/30  coverage=0.4005  prec@K=0.0021  accepted=5  auc=0.6039  uauc=0.4603  loss=0.6250  (2.9s)
Round   19/30  coverage=0.4005  prec@K=0.0008  accepted=2  auc=0.5429  uauc=0.0556  loss=0.6245  (2.9s)
Round   20/30  coverage=0.4006  prec@K=0.0029  accepted=7  auc=0.6148  uauc=0.7143  loss=0.6243  (2.8s)
Round   21/30  coverage=0.4006  prec@K=0.0025  accepted=6  auc=0.5807  uauc=0.5153  loss=0.6239  (4.9s)
Round   22/30  coverage=0.4006  prec@K=0.0029  accepted=7  auc=0.5945  uauc=0.4921  loss=0.6234  (2.9s)
Round   23/30  coverage=0.4006  prec@K=0.0033  accepted=8  auc=0.5554  uauc=0.4861  loss=0.6232  (2.7s)
Round   24/30  coverage=0.4007  prec@K=0.0012  accepted=3  auc=0.6650  uauc=0.4444  loss=0.6220  (2.7s)
Round   25/30  coverage=0.4007  prec@K=0.0029  accepted=7  auc=0.4713  uauc=0.7269  loss=0.6222  (3.1s)
Round   26/30  coverage=0.4007  prec@K=0.0008  accepted=2  auc=0.6897  uauc=0.5556  loss=0.6213  (2.9s)
Round   27/30  coverage=0.4007  prec@K=0.0012  accepted=3  auc=0.8629  uauc=0.5556  loss=0.6211  (2.8s)
Round   28/30  coverage=0.4007  prec@K=0.0021  accepted=5  auc=0.6599  uauc=0.4889  loss=0.6207  (3.0s)
Round   29/30  coverage=0.4008  prec@K=0.0017  accepted=4  auc=0.5799  uauc=0.5000  loss=0.6201  (3.0s)
Round   30/30  coverage=0.4008  prec@K=0.0021  accepted=5  auc=0.6042  uauc=0.7556  loss=0.6198  (2.8s)

结果已写入 results\orchestrator\runs\ir40_constlr5e5_multiseed_bidir\sx_mathoverflow\graphsage_emb_s2/rounds.csv
