=== dnc_email_gnn_s0  started 2026-05-07T23:08:57 ===

C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4018  prec@K=0.0060  accepted=11  auc=0.0680  uauc=0.7477  loss=0.5787  (2.2s)
Round    2/30  coverage=0.4037  prec@K=0.0055  accepted=10  auc=0.1530  uauc=0.4568  loss=0.5783  (1.3s)
Round    3/30  coverage=0.4053  prec@K=0.0050  accepted=9  auc=0.1653  uauc=0.7014  loss=0.5776  (1.1s)
Round    4/30  coverage=0.4071  prec@K=0.0056  accepted=10  auc=0.2604  uauc=0.5417  loss=0.5777  (1.1s)
Round    5/30  coverage=0.4104  prec@K=0.0099  accepted=18  auc=0.0616  uauc=0.5750  loss=0.5796  (1.4s)
Round    6/30  coverage=0.4107  prec@K=0.0011  accepted=2  auc=0.0109  uauc=0.5556  loss=0.5751  (1.3s)
Round    7/30  coverage=0.4118  prec@K=0.0033  accepted=6  auc=0.2277  uauc=0.3981  loss=0.5758  (1.3s)
Round    8/30  coverage=0.4129  prec@K=0.0034  accepted=6  auc=0.2497  uauc=0.6500  loss=0.5758  (1.1s)
Round    9/30  coverage=0.4147  prec@K=0.0055  accepted=10  auc=0.0519  uauc=0.5845  loss=0.5761  (1.4s)
Round   10/30  coverage=0.4158  prec@K=0.0033  accepted=6  auc=0.1055  uauc=0.4683  loss=0.5748  (1.3s)
Round   11/30  coverage=0.4169  prec@K=0.0033  accepted=6  auc=0.0532  uauc=0.8264  loss=0.5750  (1.3s)
Round   12/30  coverage=0.4174  prec@K=0.0017  accepted=3  auc=0.0248  uauc=0.6944  loss=0.5739  (1.3s)
Round   13/30  coverage=0.4196  prec@K=0.0067  accepted=12  auc=0.2180  uauc=0.6536  loss=0.5753  (1.4s)
Round   14/30  coverage=0.4207  prec@K=0.0033  accepted=6  auc=0.3287  uauc=0.6076  loss=0.5744  (1.3s)
Round   15/30  coverage=0.4214  prec@K=0.0022  accepted=4  auc=0.1911  uauc=0.2824  loss=0.5735  (1.2s)
Round   16/30  coverage=0.4225  prec@K=0.0033  accepted=6  auc=0.1652  uauc=0.7854  loss=0.5737  (1.4s)
Round   17/30  coverage=0.4232  prec@K=0.0022  accepted=4  auc=0.2821  uauc=0.6713  loss=0.5730  (1.2s)
Round   18/30  coverage=0.4249  prec@K=0.0049  accepted=9  auc=0.1879  uauc=0.6296  loss=0.5741  (1.3s)
Round   19/30  coverage=0.4265  prec@K=0.0049  accepted=9  auc=0.2287  uauc=0.6325  loss=0.5734  (1.4s)
Round   20/30  coverage=0.4270  prec@K=0.0016  accepted=3  auc=0.3414  uauc=0.2037  loss=0.5720  (1.2s)
Round   21/30  coverage=0.4279  prec@K=0.0028  accepted=5  auc=0.0379  uauc=0.6892  loss=0.5718  (1.4s)
Round   22/30  coverage=0.4289  prec@K=0.0028  accepted=5  auc=0.1311  uauc=0.6441  loss=0.5711  (1.4s)
Round   23/30  coverage=0.4296  prec@K=0.0022  accepted=4  auc=0.1005  uauc=0.7917  loss=0.5713  (1.4s)
Round   24/30  coverage=0.4314  prec@K=0.0055  accepted=10  auc=0.1314  uauc=0.6063  loss=0.5724  (1.4s)
Round   25/30  coverage=0.4318  prec@K=0.0011  accepted=2  auc=0.0508  uauc=0.3611  loss=0.5699  (1.5s)
Round   26/30  coverage=0.4336  prec@K=0.0055  accepted=10  auc=0.0140  uauc=0.8229  loss=0.5721  (1.5s)
Round   27/30  coverage=0.4338  prec@K=0.0005  accepted=1  auc=0.0087  uauc=0.6667  loss=0.5694  (1.4s)
Round   28/30  coverage=0.4352  prec@K=0.0044  accepted=8  auc=0.1195  uauc=0.6063  loss=0.5708  (1.4s)
Round   29/30  coverage=0.4363  prec@K=0.0033  accepted=6  auc=0.1650  uauc=0.5330  loss=0.5706  (1.3s)
Round   30/30  coverage=0.4368  prec@K=0.0016  accepted=3  auc=0.0521  uauc=0.9630  loss=0.5689  (1.6s)

结果已写入 results\orchestrator\runs\ir40_constlr5e5_multiseed_bidir\dnc_email\gnn_s0/rounds.csv
