cell_id,dataset,method,seed,n_nodes,total_rounds,ingested_at,final_coverage,final_precision_k,final_n_accepted,final_n_recs,final_n_active_users,final_n_skipped_users,final_mrr@1,final_hits@1,final_mrr@3,final_hits@3,final_mrr@5,final_hits@5,final_mrr@10,final_hits@10,final_hit_rate@1,final_rec_coverage@1,final_unique_recs@1,final_novelty,final_clustering_diff,final_degree_kl,final_replay_size,final_auc_feedback,final_uauc_feedback
dnc_email_gat_emb_s0,dnc_email,gat_emb,0,1866,30,2026-05-07T02:16:27,0.4642015588181983,0.0005470459518599,1.0,1828.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.1516314779270633,158.0,,,,0.0,0.8379857690202518,0.1111111111111111
college_msg_gnn_s0,college_msg,gnn,0,1899,30,2026-05-07T02:16:29,0.4375739061884115,0.011104941699056,20.0,1801.0,189.0,0.0,0.6875,0.6875,0.7395833333333334,0.8125,0.7833333333333333,1.0,0.7833333333333333,1.0,0.0582010582010582,0.1622119815668203,176.0,,,,0.0,0.150435148792813,0.8676215277777777
college_msg_gat_emb_s0,college_msg,gat_emb,0,1899,30,2026-05-07T02:16:31,0.4243200630666141,0.005,9.0,1800.0,189.0,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.2282738095238095,1.0,0.0052910052910052,0.1594059405940594,161.0,,,,0.0,0.2133817234319747,0.2847222222222222
college_msg_gnn_h32_s0,college_msg,gnn_h32,0,1899,30,2026-05-07T02:16:37,0.444176192353173,0.009972299168975,18.0,1805.0,189.0,0.0,0.5,0.5,0.625,0.75,0.625,0.75,0.6574074074074074,1.0,0.0317460317460317,0.1612301957129543,173.0,,,,0.0,0.2908972206677858,0.7432622354497355
college_msg_gnn_concat_h8_s0,college_msg,gnn_concat_h8,0,1899,30,2026-05-07T02:16:38,0.4117067402443831,0.0033351862145636,6.0,1799.0,189.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3083333333333333,0.8333333333333334,0.3268518518518518,1.0,0.0052910052910052,0.1578947368421052,171.0,,,,0.0,0.2393567577616657,0.4444444444444445
college_msg_gnn_concat_s0,college_msg,gnn_concat,0,1899,30,2026-05-07T02:16:39,0.4425502562081198,0.0060908084163898,11.0,1806.0,189.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8222222222222222,1.0,0.0423280423280423,0.1671641791044776,168.0,,,,0.0,0.1907065079767029,0.8125
college_msg_jaccard_s0,college_msg,jaccard,0,1899,30,2026-05-07T02:16:44,0.4215116279069767,0.0049861495844875,9.0,1805.0,189.0,0.0,0.25,0.25,0.3125,0.375,0.3375,0.5,0.4003472222222222,1.0,0.0105820105820105,0.1662024141132776,179.0,,,,0.0,0.6369091808958179,0.5416666666666667
college_msg_random_s0,college_msg,random,0,1899,30,2026-05-07T02:16:46,0.4233839180134016,0.0083148558758314,15.0,1804.0,189.0,0.0,0.1428571428571428,0.1428571428571428,0.2619047619047619,0.4285714285714285,0.3119047619047619,0.6428571428571429,0.3550453514739229,1.0,0.0105820105820105,0.1672932330827067,178.0,,,,0.0,,
college_msg_pa_s0,college_msg,pa,0,1899,30,2026-05-07T02:16:46,0.4384115096570752,0.0111607142857142,20.0,1792.0,189.0,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5555555555555556,0.4388888888888889,0.6666666666666666,0.4840828924162257,1.0,0.0317460317460317,0.1409001956947162,72.0,,,,0.0,0.8773560948081264,0.6458333333333334
college_msg_gnn_sum_s0,college_msg,gnn_sum,0,1899,30,2026-05-07T02:16:49,0.4316121403232164,0.0083148558758314,15.0,1804.0,189.0,0.0,0.4166666666666667,0.4166666666666667,0.5555555555555555,0.75,0.5555555555555555,0.75,0.5844907407407407,1.0,0.0264550264550264,0.1552555448408871,161.0,,,,0.0,0.1819265884106577,0.6574074074074074
college_msg_gnn_sum_h8_s0,college_msg,gnn_sum_h8,0,1899,30,2026-05-07T02:16:50,0.4339771383523847,0.0094182825484764,17.0,1805.0,189.0,0.0,0.5,0.5,0.6527777777777778,0.8333333333333334,0.6902777777777778,1.0,0.6902777777777778,1.0,0.0317460317460317,0.1633714880332986,157.0,,,,0.0,0.374819055138834,0.8584656084656087
college_msg_graphsage_emb_s0,college_msg,graphsage_emb,0,1899,30,2026-05-07T02:16:51,0.4243693338588885,0.0072142064372918,13.0,1802.0,189.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2444444444444444,0.4444444444444444,0.3308641975308642,1.0,0.0052910052910052,0.1773142112125163,136.0,,,,0.0,0.2899342133551189,0.529431216931217
bitcoin_alpha_cn_s0,bitcoin_alpha,cn,0,3783,30,2026-05-07T02:17:01,0.4725047548168362,0.0133481646273637,48.0,3596.0,378.0,0.0,0.3333333333333333,0.3333333333333333,0.45,0.6,0.4966666666666667,0.8,0.5209656084656085,1.0,0.0264550264550264,0.1671641791044776,280.0,,,,0.0,0.930985179443818,0.6400628306878308
bitcoin_alpha_aa_s0,bitcoin_alpha,aa,0,3783,30,2026-05-07T02:17:02,0.4765980319192922,0.0125173852573018,45.0,3595.0,378.0,0.0,0.25,0.25,0.4107142857142857,0.6428571428571429,0.4267857142857143,0.7142857142857143,0.4633786848072562,1.0,0.0185185185185185,0.1654888103651354,281.0,,,,0.0,0.9364851330203444,0.6100836167800453
bitcoin_alpha_gnn_s0,bitcoin_alpha,gnn,0,3783,30,2026-05-07T02:17:29,0.4427768130323327,0.0086350974930362,31.0,3590.0,378.0,0.0,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.8181818181818182,0.687121212121212,0.9090909090909092,0.6967171717171716,1.0,0.0317460317460317,0.167618059159315,323.0,,,,0.0,0.1213053684887926,0.7975378787878789
bitcoin_alpha_gat_emb_s0,bitcoin_alpha,gat_emb,0,3783,30,2026-05-07T02:17:33,0.4325642933928719,0.0055803571428571,20.0,3584.0,378.0,0.0,0.2352941176470588,0.2352941176470588,0.2549019607843137,0.2941176470588235,0.2784313725490196,0.4117647058823529,0.3570028011204482,1.0,0.0105820105820105,0.1646673936750272,302.0,,,,0.0,0.283733164983165,0.4705882352941176
bitcoin_alpha_gnn_concat_s0,bitcoin_alpha,gnn_concat,0,3783,30,2026-05-07T02:17:35,0.4526999090382866,0.0064066852367688,23.0,3590.0,378.0,0.0,0.631578947368421,0.631578947368421,0.6842105263157895,0.7368421052631579,0.7052631578947368,0.8421052631578947,0.7238930659983291,1.0,0.0317460317460317,0.1698502839442436,329.0,,,,0.0,0.1734254823807608,0.7759502923976608
bitcoin_alpha_gnn_h32_s0,bitcoin_alpha,gnn_h32,0,3783,30,2026-05-07T02:17:42,0.4678326304473662,0.0125348189415041,45.0,3590.0,378.0,0.0,0.6,0.6,0.6888888888888888,0.8,0.7038888888888888,0.8666666666666667,0.7215079365079364,1.0,0.0476190476190476,0.1690743713215623,316.0,,,,0.0,0.2557624196834351,0.824371693121693
bitcoin_alpha_gnn_concat_h8_s0,bitcoin_alpha,gnn_concat_h8,0,3783,30,2026-05-07T02:17:45,0.4136277185148433,0.0025160749231199,9.0,3577.0,378.0,0.0,0.0,0.0,0.1666666666666666,0.4285714285714285,0.1952380952380952,0.5714285714285714,0.2511904761904762,1.0,0.0,0.170514165792235,325.0,,,,0.0,0.5951980568011959,0.5192743764172335
bitcoin_alpha_jaccard_s0,bitcoin_alpha,jaccard,0,3783,30,2026-05-07T02:17:58,0.4420739270652443,0.009502515371716,34.0,3578.0,378.0,0.0,0.2631578947368421,0.2631578947368421,0.3771929824561403,0.5263157894736842,0.4166666666666666,0.6842105263157895,0.4600041771094402,1.0,0.0132275132275132,0.1701056869652742,338.0,,,,0.0,0.5912436927366883,0.6060964912280703
bitcoin_alpha_pa_s0,bitcoin_alpha,pa,0,3783,30,2026-05-07T02:18:00,0.4648970478789382,0.0100446428571428,36.0,3584.0,378.0,0.0,0.2222222222222222,0.2222222222222222,0.3580246913580246,0.5555555555555556,0.3895061728395062,0.7037037037037037,0.4281158142269253,1.0,0.0158730158730158,0.1381957773512476,144.0,,,,0.0,0.8571025930101466,0.585629041740153
bitcoin_alpha_random_s0,bitcoin_alpha,random,0,3783,30,2026-05-07T02:18:12,0.4329364094930952,0.0066889632107023,24.0,3588.0,378.0,0.0,0.05,0.05,0.1166666666666666,0.2,0.1616666666666666,0.4,0.2370039682539682,1.0,0.0026455026455026,0.174562306900103,339.0,,,,0.0,,
bitcoin_alpha_gnn_sum_s0,bitcoin_alpha,gnn_sum,0,3783,30,2026-05-07T02:18:14,0.4524518316381378,0.0080802451936472,29.0,3589.0,378.0,0.0,0.4090909090909091,0.4090909090909091,0.5151515151515151,0.6363636363636364,0.5378787878787878,0.7272727272727273,0.5759740259740259,1.0,0.0238095238095238,0.1658615136876006,309.0,,,,0.0,0.2302305308020147,0.7403499278499278
bitcoin_alpha_graphsage_emb_s0,bitcoin_alpha,graphsage_emb,0,3783,30,2026-05-07T02:18:17,0.4253700487885554,0.0025111607142857,9.0,3584.0,378.0,0.0,0.2857142857142857,0.2857142857142857,0.3571428571428571,0.4285714285714285,0.4428571428571428,0.8571428571428571,0.4587301587301587,1.0,0.0052910052910052,0.1814236111111111,209.0,,,,0.0,0.2309246309246309,0.6498015873015872
bitcoin_alpha_gnn_sum_h8_s0,bitcoin_alpha,gnn_sum_h8,0,3783,30,2026-05-07T02:18:18,0.4414950797982304,0.0086399108138238,31.0,3588.0,378.0,0.0,0.5833333333333334,0.5833333333333334,0.6458333333333333,0.75,0.6875,0.9166666666666666,0.6967592592592592,1.0,0.037037037037037,0.1759103641456582,314.0,,,,0.0,0.4630170404563468,0.8055968915343916
advogato_cn_s0,advogato,cn,0,5155,30,2026-05-07T02:18:41,0.5176408189243662,0.0173504796897326,85.0,4899.0,515.0,0.0,0.1587301587301587,0.1587301587301587,0.2513227513227513,0.3809523809523809,0.3013227513227512,0.6031746031746031,0.3525258251448728,1.0,0.0194174757281553,0.1628939192188193,367.0,,,,0.0,0.8681895940761016,0.5157064121945075
advogato_aa_s0,advogato,aa,0,5155,30,2026-05-07T02:18:42,0.5245359074997348,0.0171288743882544,84.0,4904.0,515.0,0.0,0.25,0.25,0.3482142857142857,0.4642857142857143,0.3892857142857142,0.6428571428571429,0.4364725056689342,1.0,0.0271844660194174,0.1616204690831556,379.0,,,,0.0,0.8960259830073108,0.5711982709750567
advogato_gnn_s0,advogato,gnn,0,5155,30,2026-05-07T02:19:22,0.4456985255118277,0.0072001645751902,35.0,4861.0,515.0,0.0,0.25,0.25,0.3154761904761904,0.3928571428571428,0.3636904761904762,0.6071428571428571,0.4107851473922901,1.0,0.0135922330097087,0.169218989280245,442.0,,,,0.0,0.1255254277425848,0.5581774376417233
advogato_gat_emb_s0,advogato,gat_emb,0,5155,30,2026-05-07T02:19:31,0.4561578444892331,0.0131174420987907,64.0,4879.0,515.0,0.0,0.1136363636363636,0.1136363636363636,0.1856060606060605,0.2954545454545454,0.2356060606060606,0.5227272727272727,0.3028138528138527,1.0,0.0097087378640776,0.1707416462917685,419.0,,,,0.0,0.4664135514018691,0.4706304112554113
advogato_gnn_concat_s0,advogato,gnn_concat,0,5155,30,2026-05-07T02:19:53,0.451914713058237,0.0061475409836065,30.0,4880.0,515.0,0.0,0.4444444444444444,0.4444444444444444,0.5185185185185185,0.6296296296296297,0.5277777777777778,0.6666666666666666,0.5690182245737802,1.0,0.0233009708737864,0.1716820987654321,445.0,,,,0.0,0.2468659793814433,0.692092886537331
advogato_gnn_concat_h8_s0,advogato,gnn_concat_h8,0,5155,30,2026-05-07T02:19:54,0.4315476821894558,0.0045342126957955,22.0,4852.0,515.0,0.0,0.1666666666666666,0.1666666666666666,0.2592592592592592,0.3888888888888889,0.2925925925925925,0.5555555555555556,0.3507716049382716,1.0,0.0058252427184466,0.1784735812133072,456.0,,,,0.0,0.4773056653491436,0.5151565255731922
advogato_gnn_h32_s0,advogato,gnn_h32,0,5155,30,2026-05-07T02:20:29,0.4959796329691312,0.0112153344208809,55.0,4904.0,515.0,0.0,0.3720930232558139,0.3720930232558139,0.4922480620155038,0.6511627906976745,0.5131782945736434,0.7441860465116279,0.5473791066814323,1.0,0.0310679611650485,0.1685349826053343,436.0,,,,0.0,0.2888861808432854,0.6877713178294573
advogato_gnn_sum_s0,advogato,gnn_sum,0,5155,30,2026-05-07T02:20:44,0.4598281531770447,0.0069800862245945,34.0,4871.0,515.0,0.0,0.34375,0.34375,0.3645833333333333,0.40625,0.4067708333333333,0.59375,0.4592757936507936,1.0,0.0213592233009708,0.172386895475819,442.0,,,,0.0,0.1765526760631893,0.5861545138888888
advogato_jaccard_s0,advogato,jaccard,0,5155,30,2026-05-07T02:20:55,0.4921395990240798,0.0145402416547204,71.0,4883.0,515.0,0.0,0.2826086956521739,0.2826086956521739,0.3840579710144928,0.5434782608695652,0.4166666666666666,0.6956521739130435,0.4540027605244996,1.0,0.0252427184466019,0.1767545488303007,476.0,,,,0.0,0.7483199278798309,0.5559653209109732
advogato_graphsage_emb_s0,advogato,graphsage_emb,0,5155,30,2026-05-07T02:21:02,0.4458258194547576,0.0057672502574665,28.0,4855.0,515.0,0.0,0.1481481481481481,0.1481481481481481,0.2160493827160493,0.2962962962962963,0.2623456790123457,0.4814814814814814,0.3266901822457377,1.0,0.0077669902912621,0.1976878612716763,342.0,,,,0.0,0.6232760661753824,0.4735082304526749
advogato_gnn_sum_h8_s0,advogato,gnn_sum_h8,0,5155,30,2026-05-07T02:21:06,0.451851066086772,0.008415435139573,41.0,4872.0,515.0,0.0,0.2424242424242424,0.2424242424242424,0.3737373737373737,0.5757575757575758,0.3949494949494949,0.6666666666666666,0.436063011063011,1.0,0.0155339805825242,0.1758064516129032,436.0,,,,0.0,0.3983470573683174,0.5734427609427609
advogato_pa_s0,advogato,pa,0,5155,30,2026-05-07T02:21:09,0.4661716346663838,0.0063485562154413,31.0,4883.0,515.0,0.0,0.1333333333333333,0.1333333333333333,0.2333333333333333,0.3333333333333333,0.2583333333333333,0.4333333333333333,0.3295238095238095,1.0,0.0077669902912621,0.1295754026354319,177.0,,,,0.0,0.7578318219291014,0.4760416666666666
advogato_random_s0,advogato,random,0,5155,30,2026-05-07T02:21:20,0.4600615254057494,0.0158240854911631,77.0,4866.0,515.0,0.0,0.0677966101694915,0.0677966101694915,0.1666666666666666,0.3220338983050847,0.2259887005649717,0.5932203389830508,0.2788068334678504,1.0,0.0077669902912621,0.1795580110497237,455.0,,,,0.0,,
bitcoin_otc_aa_s0,bitcoin_otc,aa,0,5881,30,2026-05-07T02:21:42,0.4659474039109912,0.0089063056644104,50.0,5614.0,588.0,0.0,0.3142857142857143,0.3142857142857143,0.4047619047619048,0.5142857142857142,0.4233333333333334,0.6,0.4737074829931973,1.0,0.0187074829931972,0.1545551222970577,436.0,,,,0.0,0.9184651329978432,0.5327380952380953
bitcoin_otc_cn_s0,bitcoin_otc,cn,0,5881,30,2026-05-07T02:21:42,0.4643459204315576,0.0096325365679628,54.0,5606.0,588.0,0.0,0.5185185185185185,0.5185185185185185,0.6049382716049382,0.7407407407407407,0.6197530864197531,0.8148148148148148,0.6400205761316874,1.0,0.0238095238095238,0.1534670890531503,436.0,,,,0.0,0.94728793094247,0.5731120268620268
bitcoin_otc_gat_emb_s0,bitcoin_otc,gat_emb,0,5881,30,2026-05-07T02:23:04,0.4260788941335131,0.0026852846401718,15.0,5586.0,588.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4375,0.5,0.5005621693121692,1.0,0.0085034013605442,0.160080375083724,478.0,,,,0.0,0.4311135044576079,0.4851603835978835
bitcoin_otc_gnn_s0,bitcoin_otc,gnn,0,5881,30,2026-05-07T02:23:06,0.4381883569341425,0.0041144901610017,23.0,5590.0,588.0,0.0,0.4736842105263157,0.4736842105263157,0.5614035087719298,0.6842105263157895,0.5982456140350877,0.8421052631578947,0.6203842940685046,1.0,0.0153061224489795,0.1623003194888179,508.0,,,,0.0,0.1034668582719597,0.6824926900584795
bitcoin_otc_gnn_concat_s0,bitcoin_otc,gnn_concat,0,5881,30,2026-05-07T02:23:15,0.4447909642616318,0.0048162682839814,27.0,5606.0,588.0,0.0,0.5652173913043478,0.5652173913043478,0.6376811594202898,0.7391304347826086,0.6789855072463769,0.9130434782608696,0.6905797101449275,1.0,0.0221088435374149,0.1649122807017544,517.0,,,,0.0,0.1790709871011,0.7903467908902692
bitcoin_otc_gnn_h32_s0,bitcoin_otc,gnn_h32,0,5881,30,2026-05-07T02:24:30,0.4569285232636547,0.0071313959707612,40.0,5609.0,588.0,0.0,0.5517241379310345,0.5517241379310345,0.6436781609195401,0.7586206896551724,0.6695402298850573,0.8620689655172413,0.686535303776683,1.0,0.0272108843537414,0.1566805511054149,489.0,,,,0.0,0.1870757766205782,0.7737240010946906
bitcoin_otc_gnn_concat_h8_s0,bitcoin_otc,gnn_concat_h8,0,5881,30,2026-05-07T02:24:34,0.4137727579231288,0.0016152189519023,9.0,5572.0,588.0,0.0,0.125,0.125,0.25,0.375,0.30625,0.625,0.3575892857142857,1.0,0.0017006802721088,0.1650207072316024,518.0,,,,0.0,0.5516408013262228,0.4210069444444444
bitcoin_otc_gnn_sum_s0,bitcoin_otc,gnn_sum,0,5881,30,2026-05-07T02:24:46,0.443863789615644,0.0062645426883837,35.0,5587.0,588.0,0.0,0.2692307692307692,0.2692307692307692,0.4102564102564103,0.5769230769230769,0.4794871794871795,0.8846153846153846,0.4961996336996336,1.0,0.0119047619047619,0.1581349853276817,485.0,,,,0.0,0.1924377315767806,0.6877289377289378
bitcoin_otc_jaccard_s0,bitcoin_otc,jaccard,0,5881,30,2026-05-07T02:25:18,0.4364463924477411,0.005374417771408,30.0,5582.0,588.0,0.0,0.2777777777777778,0.2777777777777778,0.3703703703703703,0.5,0.4203703703703703,0.7222222222222222,0.4593253968253968,1.0,0.0085034013605442,0.1659535452322738,543.0,,,,0.0,0.5737992315081653,0.5282738095238096
bitcoin_otc_pa_s0,bitcoin_otc,pa,0,5881,30,2026-05-07T02:25:49,0.4569004270622612,0.0067567567567567,38.0,5624.0,588.0,0.0,0.2142857142857142,0.2142857142857142,0.380952380952381,0.6428571428571429,0.4148809523809524,0.7857142857142857,0.4436507936507937,1.0,0.010204081632653,0.1328886608517188,259.0,,,,0.0,0.9165677351272918,0.6514002267573696
bitcoin_otc_graphsage_emb_s0,bitcoin_otc,graphsage_emb,0,5881,30,2026-05-07T02:25:59,0.4224544841537424,0.0032148597963922,18.0,5599.0,588.0,0.0,0.0,0.0,0.0625,0.125,0.146875,0.5,0.2191716269841269,1.0,0.0,0.1791713325867861,320.0,,,,0.0,0.2825857572318779,0.4261284722222222
bitcoin_otc_gnn_sum_h8_s0,bitcoin_otc,gnn_sum_h8,0,5881,30,2026-05-07T02:26:03,0.4380197797257811,0.0055268318773399,31.0,5609.0,588.0,0.0,0.55,0.55,0.675,0.9,0.675,0.9,0.6904761904761905,1.0,0.0187074829931972,0.1663258350374915,488.0,,,,0.0,0.4201847118287281,0.7868551587301588
bitcoin_otc_random_s0,bitcoin_otc,random,0,5881,30,2026-05-07T02:26:20,0.4281018206338503,0.0041078764065011,23.0,5599.0,588.0,0.0,0.1363636363636363,0.1363636363636363,0.2196969696969697,0.3181818181818182,0.3015151515151515,0.6818181818181818,0.343037518037518,1.0,0.0051020408163265,0.1692456479690522,525.0,,,,0.0,,
wiki_vote_aa_s0,wiki_vote,aa,0,7115,30,2026-05-07T02:27:07,0.4470966061973787,0.0165631469979296,112.0,6762.0,711.0,0.0,0.15625,0.15625,0.2838541666666666,0.5,0.3338541666666667,0.71875,0.3686135912698413,1.0,0.0140646976090014,0.16256,508.0,,,,0.0,0.917375805585392,0.4964425223214286
wiki_vote_cn_s0,wiki_vote,cn,0,7115,30,2026-05-07T02:27:18,0.4463540009065571,0.0162962962962962,110.0,6750.0,711.0,0.0,0.2321428571428571,0.2321428571428571,0.3392857142857143,0.5,0.3883928571428571,0.7142857142857143,0.4276077097505669,1.0,0.0182841068917018,0.160812117305833,499.0,,,,0.0,0.9267579408543264,0.5102908871882087
wiki_vote_gnn_s0,wiki_vote,gnn,0,7115,30,2026-05-07T02:29:30,0.4145473483204583,0.0058122205663189,39.0,6710.0,711.0,0.0,0.25,0.25,0.3854166666666666,0.5625,0.4057291666666666,0.65625,0.4516741071428571,1.0,0.0112517580872011,0.1665274296853244,598.0,,,,0.0,0.1186440352232587,0.5196397569444444
wiki_vote_gat_emb_s0,wiki_vote,gat_emb,0,7115,30,2026-05-07T02:29:38,0.4199866909701125,0.0072862453531598,49.0,6725.0,711.0,0.0,0.1666666666666666,0.1666666666666666,0.2962962962962962,0.5,0.3699074074074074,0.8333333333333334,0.3895723104056437,1.0,0.0084388185654008,0.1664788732394366,591.0,,,,0.0,0.1424689108717183,0.5617835097001763
