round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.25,0.0,0.0,3764.0,386.0,0.0,0.0,0.10701313215982118,383.0,2.0,0.0034915536918977137,1.5252804806482017,0.0,,,,,,,,
1,0.25,0.0,0.0,3757.0,386.0,0.0,0.0,0.106763555058692,382.0,,,,0.0,,,,,,,,
2,0.25,0.0,0.0,3751.0,386.0,0.0,0.0,0.10699241786015164,381.0,,,,0.0,,,,,,,,
3,0.25,0.0,0.0,3758.0,386.0,0.0,0.0,0.10724233983286909,385.0,,,,0.0,,,,,,,,
4,0.2500310752019888,0.00026602819898909286,1.0,3759.0,386.0,0.0,0.0025906735751295338,0.1067556296914095,384.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,0.2500621504039776,0.0002670940170940171,1.0,3744.0,386.0,0.0,0.0025906735751295338,0.10698324022346369,383.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,0.2500621504039776,0.0,0.0,3758.0,386.0,0.0,0.0,0.10743338008415147,383.0,,,,0.0,,,,,,,,
7,0.2500621504039776,0.0,0.0,3782.0,386.0,0.0,0.0,0.10543748274910296,382.0,,,,0.0,,,,,,,,
8,0.2500621504039776,0.0,0.0,3792.0,386.0,0.0,0.0,0.10660744031093837,384.0,,,,0.0,,,,,,,,
9,0.2500932256059664,0.0002673082063619353,1.0,3741.0,386.0,0.0,0.0025906735751295338,0.10739191073919108,385.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,0.2500932256059664,0.0,0.0,3778.0,386.0,0.0,0.0,0.10608598548297041,380.0,2.0,0.003463548280390506,1.5258326738283192,0.0,,,,,,,,
11,0.2500932256059664,0.0,0.0,3818.0,386.0,0.0,0.0,0.1056241426611797,385.0,,,,0.0,,,,,,,,
12,0.2500932256059664,0.0,0.0,3792.0,386.0,0.0,0.0,0.10558319513543395,382.0,,,,0.0,,,,,,,,
13,0.2500932256059664,0.0,0.0,3775.0,386.0,0.0,0.0,0.10686383928571429,383.0,,,,0.0,,,,,,,,
14,0.2501243008079552,0.00026469031233456857,1.0,3778.0,386.0,0.0,0.0025906735751295338,0.10548172757475083,381.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0.2501553760099441,0.00026226068712300026,1.0,3813.0,386.0,0.0,0.0025906735751295338,0.10579829623522946,385.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.2501553760099441,0.0,0.0,3769.0,386.0,0.0,0.0,0.10756302521008404,384.0,,,,0.0,,,,,,,,
17,0.2501864512119329,0.00026567481402763017,1.0,3764.0,386.0,0.0,0.0025906735751295338,0.104926245477317,377.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,0.2502486016159105,0.0005295207836907599,2.0,3777.0,386.0,0.0,0.0051813471502590676,0.10583333333333333,381.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,0.2502486016159105,0.0,0.0,3761.0,386.0,0.0,0.0,0.10738255033557047,384.0,,,,0.0,,,,,,,,
20,0.2502486016159105,0.0,0.0,3723.0,386.0,0.0,0.0,0.10635903207653348,378.0,3.2,0.0034605224322755363,1.5259631791670438,0.0,,,,,,,,
21,0.2503107520198881,0.0005289605924358636,2.0,3781.0,386.0,0.0,0.0051813471502590676,0.10669630452903585,384.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,0.25037290242386573,0.0005289605924358636,2.0,3781.0,386.0,0.0,0.0051813471502590676,0.10645966176878292,384.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.2504039776258546,0.0002673082063619353,1.0,3741.0,386.0,0.0,0.0025906735751295338,0.1059584035975267,377.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.2504350528278434,0.0002641310089804543,1.0,3786.0,386.0,0.0,0.0025906735751295338,0.10641844956932481,383.0,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.2504350528278434,0.0,0.0,3765.0,386.0,0.0,0.0,0.10711297071129706,384.0,,,,0.0,,,,,,,,
26,0.2504350528278434,0.0,0.0,3750.0,386.0,0.0,0.0,0.10694288913773796,382.0,,,,0.0,,,,,,,,
27,0.2504350528278434,0.0,0.0,3811.0,386.0,0.0,0.0,0.1057134971018493,383.0,,,,0.0,,,,,,,,
28,0.2504350528278434,0.0,0.0,3769.0,386.0,0.0,0.0,0.10749094959621275,386.0,,,,0.0,,,,,,,,
29,0.2504350528278434,0.0,0.0,3744.0,386.0,0.0,0.0,0.10698324022346369,383.0,,,,0.0,,,,,,,,
