round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
10,0.6001157940445018,0.0004152823920265781,1.0,2408.0,247.0,0.0,0.004048582995951417,0.13151796060254925,227.0,1.9378531073446328,0.13400831248828055,0.0071891870296360225,0.0,0.46967179061071873,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,0.6001289524586497,0.0012552301255230125,3.0,2390.0,247.0,0.0,0.008097165991902834,0.1336432306798373,230.0,,,,0.0,0.3524647395615137,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.0
12,0.6001377247347484,0.0008213552361396304,2.0,2435.0,247.0,0.0,0.004048582995951417,0.12956810631229235,234.0,,,,0.0,0.38142211261816683,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,1.0
13,0.6001552692869455,0.0016736401673640166,4.0,2390.0,247.0,0.0,0.016194331983805668,0.13892145369284878,237.0,,,,0.0,0.33204107292539814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,0.6001596554249948,0.00041511000415110004,1.0,2409.0,247.0,0.0,0.004048582995951417,0.1308516638465877,232.0,,,,0.0,0.23421926910299007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,0.6001684277010935,0.0008179959100204499,2.0,2445.0,247.0,0.0,0.008097165991902834,0.13257142857142856,232.0,,,,0.0,0.3335038886614818,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,0.6001859722532907,0.0016570008285004142,4.0,2414.0,247.0,0.0,0.008097165991902834,0.13444893248701673,233.0,,,,0.0,0.27899377593360997,0.8333333333333333,0.5,0.5,0.625,0.75,0.625,0.75,0.6607142857142857,1.0
17,0.60019035839134,0.00042122999157540015,1.0,2374.0,247.0,0.0,0.004048582995951417,0.13253012048192772,231.0,,,,0.0,0.12726506531816262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,0.6002122890815865,0.0020946795140343527,5.0,2387.0,247.0,0.0,0.016194331983805668,0.14058679706601468,230.0,,,,0.0,0.382367758186398,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,0.6002210613576852,0.0008216926869350862,2.0,2434.0,247.0,0.0,0.008097165991902834,0.13464788732394367,239.0,,,,0.0,0.3094161184210526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,0.6002517643240304,0.002926421404682274,7.0,2392.0,247.0,0.0,0.020242914979757085,0.1342090234151913,235.0,1.9137931034482758,0.1339821336379412,0.0071891870296360225,0.0,0.34363581910751717,0.9814814814814815,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0
21,0.6002605366001289,0.0008193363375665711,2.0,2441.0,247.0,0.0,0.004048582995951417,0.13401476433844406,236.0,,,,0.0,0.48359983599836,0.8333333333333334,0.5,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,1.0
22,0.6002780811523262,0.0016413623307345096,4.0,2437.0,247.0,0.0,0.012145748987854251,0.13236118900729107,236.0,,,,0.0,0.33348746403616936,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,0.6002780811523262,0.0,0.0,2389.0,247.0,0.0,0.0,0.14510278113663846,240.0,,,,0.0,,,,,,,,,,
24,0.6002824672903755,0.0004182350480970305,1.0,2391.0,247.0,0.0,0.0,0.12997198879551822,232.0,,,,0.0,0.1585774058577406,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
25,0.6002956257045234,0.0012345679012345679,3.0,2430.0,247.0,0.0,0.012145748987854251,0.13303013075611142,234.0,,,,0.0,0.4643592913061393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.6003131702567207,0.0016427104722792608,4.0,2435.0,247.0,0.0,0.004048582995951417,0.13502824858757062,239.0,,,,0.0,0.3345331139448786,0.625,0.25,0.25,0.25,0.25,0.3125,0.5,0.3652777777777778,1.0
27,0.60031755639477,0.0004177109440267335,1.0,2394.0,247.0,0.0,0.0,0.1354875283446712,239.0,,,,0.0,0.09089009611366483,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
28,0.60031755639477,0.0,0.0,2447.0,247.0,0.0,0.0,0.13033579965850883,229.0,,,,0.0,,,,,,,,,,
29,0.6003219425328192,0.0004203446826397646,1.0,2379.0,247.0,0.0,0.004048582995951417,0.1363377067883628,239.0,,,,0.0,0.8048780487804877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
