C:\conda\envs\gnn\lib\site-packages\requests\__init__.py:86: RequestsDependencyWarning: Unable to find acceptable character detection dependency (chardet or charset_normalizer).
  warnings.warn(
C:\conda\envs\gnn\lib\site-packages\outdated\__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
Round    1/30  coverage=0.4012  prec@K=0.0131  accepted=24  loss=0.6081  (2.4s)
Round    2/30  coverage=0.4020  prec@K=0.0093  accepted=17  loss=0.6060  (2.9s)
Round    3/30  coverage=0.4026  prec@K=0.0072  accepted=13  loss=0.6031  (1.1s)
Round    4/30  coverage=0.4033  prec@K=0.0078  accepted=14  loss=0.6006  (1.0s)
Round    5/30  coverage=0.4042  prec@K=0.0092  accepted=17  loss=0.5987  (1.6s)
Round    6/30  coverage=0.4050  prec@K=0.0088  accepted=16  loss=0.5948  (1.1s)
Round    7/30  coverage=0.4057  prec@K=0.0081  accepted=15  loss=0.5903  (1.9s)
Round    8/30  coverage=0.4060  prec@K=0.0033  accepted=6  loss=0.5854  (2.1s)
Round    9/30  coverage=0.4068  prec@K=0.0089  accepted=16  loss=0.5851  (0.9s)
Round   10/30  coverage=0.4074  prec@K=0.0071  accepted=13  loss=0.5818  (0.9s)
Round   11/30  coverage=0.4083  prec@K=0.0093  accepted=17  loss=0.5803  (1.0s)
Round   12/30  coverage=0.4091  prec@K=0.0100  accepted=18  loss=0.5784  (1.7s)
Round   13/30  coverage=0.4096  prec@K=0.0050  accepted=9  loss=0.5736  (1.3s)
Round   14/30  coverage=0.4101  prec@K=0.0055  accepted=10  loss=0.5715  (1.4s)
Round   15/30  coverage=0.4107  prec@K=0.0070  accepted=13  loss=0.5704  (1.9s)
Round   16/30  coverage=0.4116  prec@K=0.0094  accepted=17  loss=0.5689  (1.4s)
Round   17/30  coverage=0.4122  prec@K=0.0078  accepted=14  loss=0.5667  (2.2s)
Round   18/30  coverage=0.4129  prec@K=0.0072  accepted=13  loss=0.5641  (1.9s)
Round   19/30  coverage=0.4134  prec@K=0.0055  accepted=10  loss=0.5623  (1.6s)
Round   20/30  coverage=0.4141  prec@K=0.0077  accepted=14  loss=0.5617  (1.4s)
Round   21/30  coverage=0.4144  prec@K=0.0039  accepted=7  loss=0.5587  (2.1s)
Round   22/30  coverage=0.4148  prec@K=0.0043  accepted=8  loss=0.5579  (2.3s)
Round   23/30  coverage=0.4154  prec@K=0.0061  accepted=11  loss=0.5578  (1.4s)
Round   24/30  coverage=0.4161  prec@K=0.0083  accepted=15  loss=0.5581  (2.1s)
Round   25/30  coverage=0.4167  prec@K=0.0066  accepted=12  loss=0.5572  (1.3s)
Round   26/30  coverage=0.4171  prec@K=0.0049  accepted=9  loss=0.5559  (1.4s)
Round   27/30  coverage=0.4175  prec@K=0.0045  accepted=8  loss=0.5551  (2.6s)
Round   28/30  coverage=0.4180  prec@K=0.0050  accepted=9  loss=0.5553  (1.9s)
Round   29/30  coverage=0.4183  prec@K=0.0033  accepted=6  loss=0.5539  (1.4s)
Round   30/30  coverage=0.4188  prec@K=0.0055  accepted=10  loss=0.5553  (1.3s)

结果已写入 results\online\algo_sweep_college_msg_v2_ir40_s3\college_msg_gnn/rounds.csv
