round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
19,0.60019035839134,0.0012325390304026294,3.0,2434.0,247.0,0.0,0.012145748987854251,0.11897738446411013,242.0,,,,0.0,0.30261894967777314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,0.6002122890815865,0.002091175240485153,5.0,2391.0,247.0,0.0,0.020242914979757085,0.11949069539666993,244.0,1.9080459770114941,0.13399741565897258,0.0071891870296360225,0.0,0.5700754400670578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,0.6002166752196358,0.00040966816878328555,1.0,2441.0,247.0,0.0,0.004048582995951417,0.11538461538461539,240.0,,,,0.0,0.4684426229508196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,0.6002429920479317,0.0024620434961017644,6.0,2437.0,247.0,0.0,0.016194331983805668,0.11527237354085604,237.0,,,,0.0,0.24931441107911695,0.851851851851852,0.6666666666666666,0.6666666666666666,0.75,0.8333333333333334,0.75,0.8333333333333334,0.7708333333333334,1.0
23,0.6002605366001289,0.0016743407283382169,4.0,2389.0,247.0,0.0,0.008097165991902834,0.12269938650306748,240.0,,,,0.0,0.14035639412997905,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.55,1.0
24,0.6002693088762275,0.000836470096194061,2.0,2391.0,247.0,0.0,0.0,0.12033814022874192,242.0,,,,0.0,0.236395981582252,0.5833333333333333,0.0,0.0,0.25,0.5,0.35,1.0,0.35,1.0
25,0.6002912395664741,0.00205761316872428,5.0,2430.0,247.0,0.0,0.016194331983805668,0.11990049751243781,241.0,,,,0.0,0.2728659793814433,0.8555555555555555,0.8,0.8,0.8,0.8,0.8,0.8,0.8285714285714285,1.0
26,0.6003000118425728,0.0008213552361396304,2.0,2435.0,247.0,0.0,0.0,0.11761835041483651,241.0,,,,0.0,0.032675709001233066,0.5,0.0,0.0,0.16666666666666666,0.5,0.26666666666666666,1.0,0.26666666666666666,1.0
27,0.6003043979806221,0.0004177109440267335,1.0,2394.0,247.0,0.0,0.0,0.11802154750244857,241.0,,,,0.0,0.11847053907229421,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0
28,0.6003131702567207,0.0008173273395995096,2.0,2447.0,247.0,0.0,0.004048582995951417,0.11770428015564202,242.0,,,,0.0,0.48415132924335375,0.75,0.5,0.5,0.75,1.0,0.75,1.0,0.75,1.0
29,0.6003307148089179,0.0016813787305590584,4.0,2379.0,247.0,0.0,0.004048582995951417,0.121840242669363,241.0,,,,0.0,0.2543157894736842,0.7916666666666666,0.25,0.25,0.4583333333333333,0.75,0.4583333333333333,0.75,0.48333333333333334,1.0
