round,coverage,precision_k,n_accepted,n_recs,n_active_users,n_skipped_users,hit_rate@1,rec_coverage@1,unique_recs@1,novelty,clustering_diff,degree_kl,replay_size,auc_feedback,uauc_feedback,mrr@1,hits@1,mrr@3,hits@3,mrr@5,hits@5,mrr@10,hits@10
0,0.5999973683171704,0.0,0.0,2395.0,247.0,0.0,0.0,0.11753463927376971,246.0,2.0,0.13412932186264798,0.0071891870296360225,0.0,,,,,,,,,,
1,0.6000017544552197,0.00041718815185648727,1.0,2397.0,247.0,0.0,0.0,0.11776061776061776,244.0,,,,0.0,0.7754590984974958,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0
2,0.6000149128693677,0.0012468827930174563,3.0,2406.0,247.0,0.0,0.0,0.11620057859209257,241.0,,,,0.0,0.4551948952698017,0.6875,0.0,0.0,0.25,0.5,0.35,1.0,0.35,1.0
3,0.6000192990074169,0.00041425020712510354,1.0,2414.0,247.0,0.0,0.0,0.11577424023154848,240.0,,,,0.0,0.16328222130128467,0.7777777777777779,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
4,0.6000324574215649,0.0012479201331114808,3.0,2404.0,247.0,0.0,0.0,0.11710843373493976,243.0,,,,0.0,0.4101068999028183,0.48148148148148157,0.0,0.0,0.4444444444444444,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0
5,0.6000368435596142,0.00041736227045075126,1.0,2396.0,247.0,0.0,0.0,0.11586538461538462,241.0,,,,0.0,0.4488517745302714,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
6,0.6000412296976635,0.0004130524576621231,1.0,2421.0,247.0,0.0,0.0,0.1181640625,242.0,,,,0.0,0.3241735537190083,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0
7,0.6000543881118114,0.001266891891891892,3.0,2368.0,247.0,0.0,0.008097165991902834,0.11813725490196078,241.0,,,,0.0,0.13439041578576463,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0
8,0.6000587742498608,0.0004149377593360996,1.0,2410.0,247.0,0.0,0.0,0.11641221374045801,244.0,,,,0.0,0.32503113325031135,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0
9,0.6000675465259594,0.000835421888053467,2.0,2394.0,247.0,0.0,0.004048582995951417,0.11649534997552619,238.0,,,,0.0,0.6033653846153846,0.85,0.5,0.5,0.75,1.0,0.75,1.0,0.75,1.0
10,0.600076318802058,0.0008305647840531562,2.0,2408.0,247.0,0.0,0.008097165991902834,0.11895360315893386,241.0,1.96045197740113,0.1340417812145994,0.0071891870296360225,0.0,0.06764339152119703,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,0.6000938633542552,0.0016736401673640166,4.0,2390.0,247.0,0.0,0.008097165991902834,0.11773399014778325,239.0,,,,0.0,0.34335708298407375,0.7777777777777778,0.5,0.5,0.5833333333333333,0.75,0.5833333333333333,0.75,0.6145833333333333,1.0
12,0.6001026356303538,0.0008213552361396304,2.0,2435.0,247.0,0.0,0.004048582995951417,0.11629024507448342,242.0,,,,0.0,0.36230990546650227,0.9444444444444444,0.5,0.5,0.75,1.0,0.75,1.0,0.75,1.0
13,0.6001157940445018,0.0012552301255230125,3.0,2390.0,247.0,0.0,0.008097165991902834,0.12272727272727273,243.0,,,,0.0,0.24186566122049993,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0
14,0.6001201801825511,0.00041511000415110004,1.0,2409.0,247.0,0.0,0.0,0.11773326819736199,241.0,,,,0.0,0.2990033222591362,0.8888888888888888,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0
15,0.6001377247347484,0.0016359918200408998,4.0,2445.0,247.0,0.0,0.008097165991902834,0.1155705996131528,239.0,,,,0.0,0.4270278574354773,0.8194444444444444,0.5,0.5,0.5,0.5,0.5625,0.75,0.5982142857142857,1.0
16,0.6001596554249948,0.002071251035625518,5.0,2414.0,247.0,0.0,0.016194331983805668,0.11922503725782414,240.0,,,,0.0,0.332461602324616,0.888888888888889,0.8,0.8,0.8,0.8,0.8,0.8,0.8285714285714285,1.0
17,0.6001684277010935,0.0008424599831508003,2.0,2374.0,247.0,0.0,0.0,0.11862745098039215,242.0,,,,0.0,0.5301433389544687,0.7222222222222222,0.0,0.0,0.25,0.5,0.25,0.5,0.3055555555555556,1.0
18,0.6001771999771921,0.0008378718056137411,2.0,2387.0,247.0,0.0,0.008097165991902834,0.11898859692612791,240.0,,,,0.0,0.4324947589098532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
